query	target	fident
new_DNA_3088	new_DNA_2537	0.857
new_DNA_2829	new_DNA_2819	0.857
new_DNA_2795	new_DNA_2781	0.857
new_DNA_2795	new_DNA_2783	0.857
new_DNA_2795	new_DNA_2807	0.857
new_DNA_2829	new_DNA_2825	0.857
new_DNA_2635	new_DNA_2634	0.857
new_DNA_2829	new_DNA_2817	0.857
new_DNA_2827	new_DNA_2811	0.857
new_DNA_2827	new_DNA_2839	0.857
new_DNA_2827	new_DNA_2838	0.857
new_DNA_2827	new_DNA_2829	0.857
new_DNA_2825	new_DNA_2835	0.857
new_DNA_2820	new_DNA_2824	0.857
new_DNA_2877	new_DNA_2879	0.857
new_DNA_2829	new_DNA_2815	0.857
new_DNA_3159	new_DNA_1815	0.857
new_DNA_1915	new_DNA_1915	0.857
new_DNA_2808	new_DNA_2807	0.857
new_DNA_2808	new_DNA_2836	0.857
new_DNA_2790	new_DNA_2796	0.857
new_DNA_2538	new_DNA_2539	0.857
new_DNA_2835	new_DNA_2791	0.857
new_DNA_2835	new_DNA_2843	0.857
new_DNA_2835	new_DNA_2841	0.857
new_DNA_2835	new_DNA_2072	0.857
new_DNA_2790	new_DNA_2792	0.857
new_DNA_2835	new_DNA_2831	0.857
new_DNA_2835	new_DNA_2822	0.857
new_DNA_2790	new_DNA_2781	0.857
new_DNA_2840	new_DNA_2837	0.857
new_DNA_2840	new_DNA_2838	0.857
new_DNA_2840	new_DNA_2839	0.857
new_DNA_1714	new_DNA_1712	0.857
new_DNA_2808	new_DNA_2822	0.857
new_DNA_2808	new_DNA_2819	0.857
new_DNA_2808	new_DNA_2812	0.857
new_DNA_2808	new_DNA_2842	0.857
new_DNA_2808	new_DNA_2809	0.857
new_DNA_2115	new_DNA_2905	0.857
new_DNA_2835	new_DNA_2781	0.857
new_DNA_2812	new_DNA_2838	0.857
new_DNA_2812	new_DNA_2839	0.857
new_DNA_2322	new_DNA_2176	0.857
new_DNA_2788	new_DNA_2799	0.857
new_DNA_2797	new_DNA_2783	0.857
new_DNA_2835	new_DNA_2824	0.857
new_DNA_2756	new_DNA_2016	0.857
new_DNA_2756	new_DNA_2153	0.857
new_DNA_2756	new_DNA_2202	0.857
new_DNA_2756	new_DNA_2235	0.857
new_DNA_2799	new_DNA_2785	0.857
new_DNA_2756	new_DNA_2237	0.857
new_DNA_2756	new_DNA_2156	0.857
new_DNA_2756	new_DNA_2172	0.857
new_DNA_2756	new_DNA_2231	0.857
new_DNA_2829	new_DNA_2826	0.857
new_DNA_3118	new_DNA_2546	0.857
new_DNA_3118	new_DNA_2545	0.857
new_DNA_3118	new_DNA_2544	0.857
new_DNA_3118	new_DNA_2543	0.857
new_DNA_3118	new_DNA_2542	0.857
new_DNA_2549	new_DNA_2547	0.857
new_DNA_2549	new_DNA_2546	0.857
new_DNA_2549	new_DNA_2545	0.857
new_DNA_2549	new_DNA_2544	0.857
new_DNA_2549	new_DNA_3118	0.857
new_DNA_2549	new_DNA_2543	0.857
new_DNA_3118	new_DNA_3116	0.857
new_DNA_2809	new_DNA_2836	0.857
new_DNA_2809	new_DNA_2844	0.857
new_DNA_3118	new_DNA_2540	0.857
new_DNA_3118	new_DNA_2547	0.857
new_DNA_3118	new_DNA_2548	0.857
new_DNA_3118	new_DNA_3108	0.857
new_DNA_3118	new_DNA_2533	0.857
new_DNA_2532	new_DNA_2547	0.857
new_DNA_2532	new_DNA_2546	0.857
new_DNA_2532	new_DNA_2545	0.857
new_DNA_2532	new_DNA_2544	0.857
new_DNA_2532	new_DNA_3118	0.857
new_DNA_2532	new_DNA_2543	0.857
new_DNA_2532	new_DNA_2542	0.857
new_DNA_2532	new_DNA_3116	0.857
new_DNA_2532	new_DNA_2540	0.857
new_DNA_3118	new_DNA_2531	0.857
new_DNA_2992	new_DNA_2636	0.857
new_DNA_2841	new_DNA_2828	0.857
new_DNA_2768	new_DNA_3388	0.857
new_DNA_2549	new_DNA_2540	0.857
new_DNA_2800	new_DNA_2784	0.857
new_DNA_2800	new_DNA_2786	0.857
new_DNA_2800	new_DNA_2787	0.857
new_DNA_2800	new_DNA_2789	0.857
new_DNA_2841	new_DNA_2842	0.857
new_DNA_2800	new_DNA_2791	0.857
new_DNA_2832	new_DNA_2831	0.857
new_DNA_2832	new_DNA_2821	0.857
new_DNA_2832	new_DNA_2841	0.857
new_DNA_2832	new_DNA_2842	0.857
new_DNA_2832	new_DNA_2843	0.857
new_DNA_2841	new_DNA_2839	0.857
new_DNA_2809	new_DNA_2821	0.857
new_DNA_3089	new_DNA_2537	0.857
new_DNA_2549	new_DNA_2542	0.857
new_DNA_3089	new_DNA_2547	0.857
new_DNA_3089	new_DNA_2546	0.857
new_DNA_3089	new_DNA_2543	0.857
new_DNA_3089	new_DNA_2542	0.857
new_DNA_2549	new_DNA_3116	0.857
new_DNA_2841	new_DNA_2837	0.857
new_DNA_2841	new_DNA_2838	0.857
new_DNA_2841	new_DNA_2807	0.857
new_DNA_2815	new_DNA_2813	0.857
new_DNA_2802	new_DNA_2815	0.857
new_DNA_2861	new_DNA_2438	0.857
new_DNA_3199	new_DNA_3048	0.857
new_DNA_3226	new_DNA_3225	0.857
new_DNA_2549	new_DNA_3083	0.857
new_DNA_2549	new_DNA_3111	0.857
new_DNA_2549	new_DNA_2534	0.857
new_DNA_2825	new_DNA_2818	0.857
new_DNA_2460	new_DNA_2457	0.857
new_DNA_2549	new_DNA_3331	0.857
new_DNA_2549	new_DNA_3108	0.857
new_DNA_2823	new_DNA_2825	0.857
new_DNA_2535	new_DNA_2541	0.857
new_DNA_2791	new_DNA_2781	0.857
new_DNA_2791	new_DNA_2793	0.857
new_DNA_2791	new_DNA_2783	0.857
new_DNA_1764	new_DNA_1743	0.857
new_DNA_2350	new_DNA_2353	0.857
new_DNA_2802	new_DNA_2846	0.857
new_DNA_2802	new_DNA_2845	0.857
new_DNA_2802	new_DNA_2813	0.857
new_DNA_2547	new_DNA_2542	0.857
new_DNA_2802	new_DNA_2831	0.857
new_DNA_2825	new_DNA_2807	0.857
new_DNA_2825	new_DNA_2817	0.857
new_DNA_2829	new_DNA_2818	0.857
new_DNA_3358	new_DNA_3357	0.857
new_DNA_2829	new_DNA_2824	0.857
new_DNA_3358	new_DNA_2230	0.857
new_DNA_2791	new_DNA_2807	0.857
new_DNA_2783	new_DNA_2792	0.857
new_DNA_2783	new_DNA_2793	0.857
new_DNA_2783	new_DNA_2796	0.857
new_DNA_2532	new_DNA_3083	0.857
new_DNA_2532	new_DNA_3111	0.857
new_DNA_2532	new_DNA_3331	0.857
new_DNA_2532	new_DNA_3108	0.857
new_DNA_2532	new_DNA_3107	0.857
new_DNA_2532	new_DNA_2531	0.857
new_DNA_2532	new_DNA_2549	0.857
new_DNA_2532	new_DNA_2548	0.857
new_DNA_3118	new_DNA_2534	0.857
new_DNA_3338	new_DNA_3338	0.857
new_DNA_2825	new_DNA_2822	0.857
new_DNA_2549	new_DNA_2533	0.857
new_DNA_2549	new_DNA_3107	0.857
new_DNA_2825	new_DNA_2781	0.857
new_DNA_2783	new_DNA_2786	0.857
new_DNA_2783	new_DNA_2787	0.857
new_DNA_3116	new_DNA_2540	0.857
new_DNA_2826	new_DNA_2811	0.857
new_DNA_2533	new_DNA_3083	0.857
new_DNA_2533	new_DNA_3111	0.857
new_DNA_2533	new_DNA_3331	0.857
new_DNA_2533	new_DNA_3108	0.857
new_DNA_2533	new_DNA_3107	0.857
new_DNA_2784	new_DNA_2793	0.857
new_DNA_2784	new_DNA_2781	0.857
new_DNA_2818	new_DNA_2819	0.857
new_DNA_2065	new_DNA_1765	0.857
new_DNA_2818	new_DNA_2821	0.857
new_DNA_2065	new_DNA_1754	0.857
new_DNA_2565	new_DNA_1814	0.857
new_DNA_2065	new_DNA_2066	0.857
new_DNA_1957	new_DNA_2333	0.857
new_DNA_2816	new_DNA_2833	0.857
new_DNA_2533	new_DNA_2531	0.857
new_DNA_2540	new_DNA_2544	0.857
new_DNA_2540	new_DNA_2545	0.857
new_DNA_2540	new_DNA_2546	0.857
new_DNA_2540	new_DNA_2547	0.857
new_DNA_2540	new_DNA_2548	0.857
new_DNA_2540	new_DNA_2531	0.857
new_DNA_2533	new_DNA_2548	0.857
new_DNA_2533	new_DNA_2547	0.857
new_DNA_2533	new_DNA_2546	0.857
new_DNA_2533	new_DNA_2545	0.857
new_DNA_2065	new_DNA_2015	0.857
new_DNA_2533	new_DNA_2544	0.857
new_DNA_2533	new_DNA_2543	0.857
new_DNA_2533	new_DNA_2542	0.857
new_DNA_2540	new_DNA_3107	0.857
new_DNA_2818	new_DNA_2814	0.857
new_DNA_2065	new_DNA_1767	0.857
new_DNA_2782	new_DNA_2817	0.857
new_DNA_2831	new_DNA_2807	0.857
new_DNA_2831	new_DNA_2839	0.857
new_DNA_2793	new_DNA_2787	0.857
new_DNA_2793	new_DNA_2789	0.857
new_DNA_2352	new_DNA_2353	0.857
new_DNA_2895	new_DNA_3059	0.857
new_DNA_1721	new_DNA_1718	0.857
new_DNA_2065	new_DNA_2016	0.857
new_DNA_2389	new_DNA_2391	0.857
new_DNA_2799	new_DNA_2793	0.857
new_DNA_2786	new_DNA_2807	0.857
new_DNA_2458	new_DNA_2459	0.857
new_DNA_2786	new_DNA_2785	0.857
new_DNA_2786	new_DNA_2793	0.857
new_DNA_2933	new_DNA_2100	0.857
new_DNA_2846	new_DNA_2845	0.857
new_DNA_2799	new_DNA_2792	0.857
new_DNA_2799	new_DNA_2789	0.857
new_DNA_2799	new_DNA_2787	0.857
new_DNA_3216	new_DNA_3221	0.857
new_DNA_2540	new_DNA_2533	0.857
new_DNA_2833	new_DNA_2838	0.857
new_DNA_2833	new_DNA_2803	0.857
new_DNA_3061	new_DNA_3060	0.857
new_DNA_2333	new_DNA_2145	0.857
new_DNA_2531	new_DNA_3083	0.857
new_DNA_2531	new_DNA_2546	0.857
new_DNA_2531	new_DNA_2547	0.857
new_DNA_2531	new_DNA_3107	0.857
new_DNA_2531	new_DNA_3108	0.857
new_DNA_2531	new_DNA_3331	0.857
new_DNA_2531	new_DNA_2534	0.857
new_DNA_2531	new_DNA_3111	0.857
new_DNA_3221	new_DNA_1848	0.857
new_DNA_2333	new_DNA_2372	0.857
new_DNA_3107	new_DNA_2543	0.857
new_DNA_3107	new_DNA_2546	0.857
new_DNA_3107	new_DNA_2547	0.857
new_DNA_3107	new_DNA_2548	0.857
new_DNA_3107	new_DNA_2534	0.857
new_DNA_2072	new_DNA_2845	0.857
new_DNA_3107	new_DNA_3116	0.857
new_DNA_3107	new_DNA_2542	0.857
new_DNA_2531	new_DNA_2545	0.857
new_DNA_2065	new_DNA_1757	0.857
new_DNA_1676	new_DNA_1687	0.857
new_DNA_1676	new_DNA_1686	0.857
new_DNA_2789	new_DNA_2781	0.857
new_DNA_2789	new_DNA_2785	0.857
new_DNA_1743	new_DNA_2016	0.857
new_DNA_1743	new_DNA_1751	0.857
new_DNA_2540	new_DNA_3108	0.857
new_DNA_2540	new_DNA_3331	0.857
new_DNA_2540	new_DNA_2534	0.857
new_DNA_2540	new_DNA_3111	0.857
new_DNA_2540	new_DNA_3083	0.857
new_DNA_2821	new_DNA_2819	0.857
new_DNA_2821	new_DNA_2813	0.857
new_DNA_1743	new_DNA_1765	0.857
new_DNA_2531	new_DNA_3116	0.857
new_DNA_2531	new_DNA_2542	0.857
new_DNA_2531	new_DNA_2543	0.857
new_DNA_2531	new_DNA_2544	0.857
new_DNA_1743	new_DNA_1754	0.857
new_DNA_1743	new_DNA_1758	0.857
new_DNA_1743	new_DNA_1746	0.857
new_DNA_1743	new_DNA_1749	0.857
new_DNA_1743	new_DNA_1768	0.857
new_DNA_1743	new_DNA_1747	0.857
new_DNA_1743	new_DNA_1745	0.857
new_DNA_1743	new_DNA_1744	0.857
new_DNA_1743	new_DNA_2066	0.857
new_DNA_1743	new_DNA_1755	0.857
new_DNA_1743	new_DNA_1757	0.857
new_DNA_1743	new_DNA_1759	0.857
new_DNA_2533	new_DNA_3116	0.857
new_DNA_1743	new_DNA_1760	0.857
new_DNA_2544	new_DNA_3116	0.857
new_DNA_2544	new_DNA_2542	0.857
new_DNA_2543	new_DNA_3083	0.857
new_DNA_3108	new_DNA_2548	0.857
new_DNA_3108	new_DNA_2547	0.857
new_DNA_3108	new_DNA_2546	0.857
new_DNA_3108	new_DNA_2543	0.857
new_DNA_3108	new_DNA_2542	0.857
new_DNA_2813	new_DNA_2807	0.857
new_DNA_3108	new_DNA_3083	0.857
new_DNA_3108	new_DNA_3111	0.857
new_DNA_3108	new_DNA_2534	0.857
new_DNA_2534	new_DNA_2544	0.857
new_DNA_2534	new_DNA_2543	0.857
new_DNA_2534	new_DNA_2542	0.857
new_DNA_2534	new_DNA_3116	0.857
new_DNA_3108	new_DNA_3116	0.857
new_DNA_2543	new_DNA_2547	0.857
new_DNA_2543	new_DNA_2546	0.857
new_DNA_2543	new_DNA_2545	0.857
new_DNA_2543	new_DNA_2544	0.857
new_DNA_2543	new_DNA_3116	0.857
new_DNA_2543	new_DNA_2548	0.857
new_DNA_2543	new_DNA_3111	0.857
new_DNA_2543	new_DNA_3331	0.857
new_DNA_3116	new_DNA_3331	0.857
new_DNA_3116	new_DNA_3111	0.857
new_DNA_3116	new_DNA_3083	0.857
new_DNA_3116	new_DNA_2548	0.857
new_DNA_3116	new_DNA_2545	0.857
new_DNA_3116	new_DNA_2542	0.857
new_DNA_2845	new_DNA_2807	0.857
new_DNA_3148	new_DNA_3146	0.857
new_DNA_2534	new_DNA_2548	0.857
new_DNA_2534	new_DNA_2547	0.857
new_DNA_2534	new_DNA_2546	0.857
new_DNA_2534	new_DNA_2545	0.857
new_DNA_2813	new_DNA_2781	0.857
new_DNA_2813	new_DNA_2822	0.857
new_DNA_3180	new_DNA_2331	0.857
new_DNA_2819	new_DNA_2842	0.857
new_DNA_2534	new_DNA_3083	0.857
new_DNA_2534	new_DNA_3111	0.857
new_DNA_2534	new_DNA_3331	0.857
new_DNA_2982	new_DNA_2984	0.857
new_DNA_2781	new_DNA_2807	0.857
new_DNA_2544	new_DNA_2548	0.857
new_DNA_2805	new_DNA_2810	0.857
new_DNA_2781	new_DNA_2787	0.857
new_DNA_2785	new_DNA_2787	0.857
new_DNA_2837	new_DNA_2811	0.857
new_DNA_2837	new_DNA_2843	0.857
new_DNA_2844	new_DNA_2836	0.857
new_DNA_2544	new_DNA_2547	0.857
new_DNA_2544	new_DNA_2546	0.857
new_DNA_2837	new_DNA_2838	0.857
new_DNA_2785	new_DNA_2792	0.857
new_DNA_2817	new_DNA_2839	0.857
new_DNA_2817	new_DNA_2811	0.857
new_DNA_2817	new_DNA_2824	0.857
new_DNA_2548	new_DNA_2546	0.857
new_DNA_2548	new_DNA_2545	0.857
new_DNA_2548	new_DNA_2542	0.857
new_DNA_2546	new_DNA_2542	0.857
new_DNA_2548	new_DNA_2547	0.857
new_DNA_2548	new_DNA_3083	0.857
new_DNA_2548	new_DNA_3111	0.857
new_DNA_2548	new_DNA_3331	0.857
new_DNA_2546	new_DNA_3331	0.857
new_DNA_2546	new_DNA_3111	0.857
new_DNA_2546	new_DNA_3083	0.857
new_DNA_2544	new_DNA_3083	0.857
new_DNA_2544	new_DNA_3111	0.857
new_DNA_2546	new_DNA_2545	0.857
new_DNA_3083	new_DNA_2547	0.857
new_DNA_3111	new_DNA_2542	0.857
new_DNA_2842	new_DNA_2810	0.857
new_DNA_2266	new_DNA_3156	0.857
new_DNA_2838	new_DNA_2824	0.857
new_DNA_2819	new_DNA_2810	0.857
new_DNA_3130	new_DNA_3130	0.857
new_DNA_2536	new_DNA_2539	0.857
new_DNA_3083	new_DNA_2545	0.857
new_DNA_2842	new_DNA_2828	0.857
new_DNA_2545	new_DNA_2547	0.857
new_DNA_2842	new_DNA_2822	0.857
new_DNA_2804	new_DNA_2807	0.857
new_DNA_2810	new_DNA_2822	0.857
new_DNA_3062	new_DNA_3060	0.857
new_DNA_2810	new_DNA_2824	0.857
new_DNA_3111	new_DNA_2545	0.857
new_DNA_3111	new_DNA_2547	0.857
new_DNA_2836	new_DNA_2838	0.857
new_DNA_2828	new_DNA_2843	0.857
new_DNA_2838	new_DNA_2842	0.857
new_DNA_2838	new_DNA_2811	0.857
new_DNA_2838	new_DNA_2843	0.857
new_DNA_2838	new_DNA_2819	0.857
new_DNA_2824	new_DNA_2836	0.857
new_DNA_2822	new_DNA_2836	0.857
new_DNA_2324	new_DNA_2353	0.857
new_DNA_2811	new_DNA_2839	0.857
new_DNA_2542	new_DNA_3083	0.857
new_DNA_2121	new_DNA_3352	0.857
new_DNA_2121	new_DNA_3351	0.857
new_DNA_2542	new_DNA_3331	0.857
new_DNA_2547	new_DNA_3331	0.857
new_DNA_2121	new_DNA_3098	0.857
new_DNA_2121	new_DNA_3110	0.857
new_DNA_2545	new_DNA_2542	0.857
new_DNA_2121	new_DNA_1973	0.857
new_DNA_2822	new_DNA_2807	0.857
new_DNA_2333	new_DNA_2329	0.859
new_DNA_1743	new_DNA_2153	0.859
new_DNA_2612	new_DNA_2616	0.86
new_DNA_2682	new_DNA_2680	0.86
new_DNA_2387	new_DNA_2616	0.86
new_DNA_1788	new_DNA_1789	0.86
new_DNA_2904	new_DNA_2901	0.861
new_DNA_2095	new_DNA_1769	0.861
new_DNA_1743	new_DNA_2202	0.861
new_DNA_2333	new_DNA_2353	0.861
new_DNA_2085	new_DNA_2927	0.862
new_DNA_2761	new_DNA_2762	0.862
new_DNA_2089	new_DNA_2097	0.862
new_DNA_2103	new_DNA_2090	0.862
new_DNA_2097	new_DNA_2088	0.862
new_DNA_2595	new_DNA_2157	0.862
new_DNA_2093	new_DNA_2118	0.862
new_DNA_2927	new_DNA_2918	0.862
new_DNA_2097	new_DNA_2920	0.862
new_DNA_2097	new_DNA_2921	0.862
new_DNA_2097	new_DNA_2922	0.862
new_DNA_2097	new_DNA_2923	0.862
new_DNA_2085	new_DNA_2929	0.862
new_DNA_2085	new_DNA_2928	0.862
new_DNA_2111	new_DNA_2940	0.862
new_DNA_2147	new_DNA_2220	0.862
new_DNA_3288	new_DNA_3289	0.862
new_DNA_3288	new_DNA_3286	0.862
new_DNA_2920	new_DNA_2928	0.862
new_DNA_2170	new_DNA_2220	0.862
new_DNA_2110	new_DNA_2939	0.862
new_DNA_2944	new_DNA_2113	0.862
new_DNA_2942	new_DNA_2941	0.862
new_DNA_2100	new_DNA_2092	0.862
new_DNA_2919	new_DNA_2097	0.862
new_DNA_2919	new_DNA_2927	0.862
new_DNA_2095	new_DNA_2100	0.862
new_DNA_2087	new_DNA_2097	0.862
new_DNA_2112	new_DNA_2943	0.862
new_DNA_2912	new_DNA_2116	0.862
new_DNA_2945	new_DNA_2114	0.862
new_DNA_2937	new_DNA_2108	0.862
new_DNA_1930	new_DNA_3205	0.862
new_DNA_2086	new_DNA_2097	0.862
new_DNA_2867	new_DNA_2865	0.862
new_DNA_2917	new_DNA_2097	0.862
new_DNA_2916	new_DNA_2097	0.862
new_DNA_2644	new_DNA_2640	0.862
new_DNA_2119	new_DNA_2925	0.862
new_DNA_2865	new_DNA_2866	0.862
new_DNA_2090	new_DNA_2102	0.862
new_DNA_2922	new_DNA_2929	0.862
new_DNA_2918	new_DNA_2097	0.862
new_DNA_2109	new_DNA_2938	0.862
new_DNA_2794	new_DNA_2797	0.863
new_DNA_2846	new_DNA_2819	0.863
new_DNA_2846	new_DNA_2810	0.863
new_DNA_2802	new_DNA_2830	0.863
new_DNA_2843	new_DNA_2830	0.863
new_DNA_2799	new_DNA_2794	0.863
new_DNA_1721	new_DNA_1717	0.863
new_DNA_3240	new_DNA_3241	0.863
new_DNA_2804	new_DNA_2810	0.863
new_DNA_2794	new_DNA_2785	0.863
new_DNA_1743	new_DNA_2235	0.863
new_DNA_3149	new_DNA_1956	0.863
new_DNA_3265	new_DNA_3268	0.863
new_DNA_2813	new_DNA_2830	0.863
new_DNA_2794	new_DNA_2800	0.863
new_DNA_2794	new_DNA_2798	0.863
new_DNA_2845	new_DNA_2830	0.863
new_DNA_2512	new_DNA_2511	0.863
new_DNA_2830	new_DNA_2841	0.863
new_DNA_2861	new_DNA_2870	0.863
new_DNA_2512	new_DNA_2506	0.863
new_DNA_2777	new_DNA_2768	0.863
new_DNA_2191	new_DNA_1761	0.863
new_DNA_2500	new_DNA_2499	0.863
new_DNA_3041	new_DNA_3042	0.863
new_DNA_2830	new_DNA_2835	0.863
new_DNA_2833	new_DNA_2830	0.863
new_DNA_2832	new_DNA_2830	0.863
new_DNA_2368	new_DNA_2353	0.864
new_DNA_2188	new_DNA_2177	0.864
new_DNA_3397	new_DNA_3404	0.864
new_DNA_2269	new_DNA_2275	0.864
new_DNA_1787	new_DNA_1787	0.864
new_DNA_3269	new_DNA_3270	0.864
new_DNA_3397	new_DNA_3403	0.864
new_DNA_1743	new_DNA_2237	0.864
new_DNA_3397	new_DNA_3397	0.864
new_DNA_2328	new_DNA_2353	0.864
new_DNA_3302	new_DNA_3303	0.864
new_DNA_3316	new_DNA_3316	0.864
new_DNA_1786	new_DNA_1786	0.864
new_DNA_3278	new_DNA_3404	0.864
new_DNA_2394	new_DNA_1959	0.864
new_DNA_2944	new_DNA_2108	0.865
new_DNA_2109	new_DNA_2943	0.865
new_DNA_2944	new_DNA_2109	0.865
new_DNA_2113	new_DNA_2943	0.865
new_DNA_2944	new_DNA_2942	0.865
new_DNA_2944	new_DNA_2111	0.865
new_DNA_2944	new_DNA_2110	0.865
new_DNA_2078	new_DNA_2115	0.865
new_DNA_2941	new_DNA_2111	0.865
new_DNA_2943	new_DNA_2110	0.865
new_DNA_2943	new_DNA_2111	0.865
new_DNA_2943	new_DNA_2108	0.865
new_DNA_2941	new_DNA_2112	0.865
new_DNA_2974	new_DNA_2441	0.866
new_DNA_2560	new_DNA_2563	0.866
new_DNA_1899	new_DNA_3263	0.866
new_DNA_1713	new_DNA_1715	0.866
new_DNA_3253	new_DNA_3254	0.866
new_DNA_2594	new_DNA_2592	0.866
new_DNA_2755	new_DNA_2225	0.866
new_DNA_1930	new_DNA_1622	0.866
new_DNA_2755	new_DNA_1757	0.866
new_DNA_2755	new_DNA_1755	0.866
new_DNA_1823	new_DNA_2974	0.866
new_DNA_3036	new_DNA_2871	0.866
new_DNA_2441	new_DNA_2442	0.866
new_DNA_2561	new_DNA_2559	0.866
new_DNA_3066	new_DNA_3065	0.866
new_DNA_1823	new_DNA_3096	0.866
new_DNA_1823	new_DNA_2441	0.866
new_DNA_2156	new_DNA_1743	0.866
new_DNA_2558	new_DNA_2561	0.866
new_DNA_2446	new_DNA_2442	0.866
new_DNA_2446	new_DNA_2445	0.866
new_DNA_2563	new_DNA_2558	0.866
new_DNA_2563	new_DNA_2559	0.866
new_DNA_2445	new_DNA_2441	0.866
new_DNA_2560	new_DNA_2559	0.866
new_DNA_3353	new_DNA_1723	0.866
new_DNA_1826	new_DNA_2441	0.866
new_DNA_1950	new_DNA_2268	0.866
new_DNA_2906	new_DNA_2924	0.867
new_DNA_2910	new_DNA_2101	0.867
new_DNA_2082	new_DNA_2932	0.867
new_DNA_3185	new_DNA_3181	0.867
new_DNA_2100	new_DNA_2107	0.867
new_DNA_1941	new_DNA_1941	0.867
new_DNA_3399	new_DNA_3404	0.868
new_DNA_2913	new_DNA_2906	0.868
new_DNA_3404	new_DNA_3279	0.868
new_DNA_3076	new_DNA_1741	0.868
new_DNA_3404	new_DNA_3398	0.868
new_DNA_3400	new_DNA_3404	0.868
new_DNA_3178	new_DNA_3178	0.869
new_DNA_3254	new_DNA_1889	0.869
new_DNA_3354	new_DNA_3356	0.869
new_DNA_3186	new_DNA_3191	0.869
new_DNA_1736	new_DNA_2315	0.869
new_DNA_3175	new_DNA_3178	0.869
new_DNA_2352	new_DNA_2130	0.869
new_DNA_2011	new_DNA_3355	0.869
new_DNA_3330	new_DNA_3267	0.869
new_DNA_3251	new_DNA_1887	0.869
new_DNA_3252	new_DNA_1889	0.869
new_DNA_3161	new_DNA_3160	0.869
new_DNA_2172	new_DNA_1743	0.87
new_DNA_1767	new_DNA_2756	0.871
new_DNA_2099	new_DNA_2081	0.871
new_DNA_2095	new_DNA_2093	0.871
new_DNA_2095	new_DNA_2103	0.871
new_DNA_1743	new_DNA_2760	0.871
new_DNA_1816	new_DNA_3163	0.871
new_DNA_2081	new_DNA_2901	0.871
new_DNA_2931	new_DNA_2080	0.871
new_DNA_2760	new_DNA_2065	0.871
new_DNA_2080	new_DNA_2930	0.871
new_DNA_2904	new_DNA_2926	0.871
new_DNA_2095	new_DNA_2102	0.871
new_DNA_3050	new_DNA_3056	0.871
new_DNA_2935	new_DNA_2903	0.871
new_DNA_3411	new_DNA_3411	0.871
new_DNA_2083	new_DNA_2950	0.871
new_DNA_2083	new_DNA_2908	0.871
new_DNA_2107	new_DNA_2099	0.871
new_DNA_1751	new_DNA_2756	0.871
new_DNA_2127	new_DNA_3303	0.871
new_DNA_2934	new_DNA_2901	0.871
new_DNA_2099	new_DNA_2934	0.871
new_DNA_3297	new_DNA_2035	0.872
new_DNA_2177	new_DNA_2194	0.872
new_DNA_3255	new_DNA_1889	0.872
new_DNA_2228	new_DNA_2194	0.872
new_DNA_3358	new_DNA_2616	0.873
new_DNA_2065	new_DNA_2754	0.875
new_DNA_1903	new_DNA_2417	0.875
new_DNA_2754	new_DNA_2756	0.875
new_DNA_2132	new_DNA_1938	0.875
new_DNA_1903	new_DNA_2418	0.875
new_DNA_2617	new_DNA_2615	0.875
new_DNA_1716	new_DNA_1714	0.875
new_DNA_2333	new_DNA_2130	0.875
new_DNA_3135	new_DNA_3134	0.875
new_DNA_1903	new_DNA_2419	0.875
new_DNA_2775	new_DNA_2774	0.875
new_DNA_2472	new_DNA_2471	0.875
new_DNA_1743	new_DNA_2231	0.875
new_DNA_1743	new_DNA_2754	0.875
new_DNA_2613	new_DNA_2614	0.875
new_DNA_2025	new_DNA_2501	0.875
new_DNA_3132	new_DNA_3134	0.875
new_DNA_3044	new_DNA_2142	0.875
new_DNA_2121	new_DNA_3399	0.875
new_DNA_3296	new_DNA_1845	0.875
new_DNA_3134	new_DNA_3131	0.875
new_DNA_2121	new_DNA_3392	0.875
new_DNA_2191	new_DNA_1762	0.876
new_DNA_2936	new_DNA_2078	0.877
new_DNA_2101	new_DNA_2949	0.877
new_DNA_3185	new_DNA_3182	0.877
new_DNA_1669	new_DNA_1639	0.878
new_DNA_1669	new_DNA_1650	0.878
new_DNA_3242	new_DNA_3243	0.878
new_DNA_1669	new_DNA_1651	0.878
new_DNA_1654	new_DNA_1669	0.878
new_DNA_1669	new_DNA_1662	0.878
new_DNA_1669	new_DNA_1646	0.878
new_DNA_1669	new_DNA_1640	0.878
new_DNA_1669	new_DNA_1649	0.878
new_DNA_1669	new_DNA_1641	0.878
new_DNA_1669	new_DNA_1643	0.878
new_DNA_1669	new_DNA_1645	0.878
new_DNA_1669	new_DNA_1648	0.878
new_DNA_1669	new_DNA_1647	0.878
new_DNA_1669	new_DNA_1657	0.878
new_DNA_1669	new_DNA_1661	0.878
new_DNA_2186	new_DNA_2612	0.878
new_DNA_2642	new_DNA_2643	0.878
new_DNA_2871	new_DNA_3368	0.878
new_DNA_2901	new_DNA_2107	0.878
new_DNA_1876	new_DNA_2303	0.878
new_DNA_1669	new_DNA_1655	0.878
new_DNA_1669	new_DNA_1656	0.878
new_DNA_1659	new_DNA_1669	0.878
new_DNA_2901	new_DNA_2925	0.878
new_DNA_1669	new_DNA_1658	0.878
new_DNA_1669	new_DNA_1660	0.878
new_DNA_1669	new_DNA_1652	0.878
new_DNA_1669	new_DNA_1653	0.878
new_DNA_2931	new_DNA_2914	0.878
new_DNA_2931	new_DNA_2902	0.878
new_DNA_2930	new_DNA_2914	0.878
