query	target	fident
ssRNA732	ssRNA289	0.8
ssRNA732	ssRNA795	0.6
ssRNA732	ssRNA554	0.4
ssRNA732	ssRNA322	0.8
ssRNA732	ssRNA541	0.8
ssRNA732	ssRNA620	0.6
ssRNA732	ssRNA380	0.8
ssRNA732	ssRNA429	0.4
ssRNA732	ssRNA509	0.6
ssRNA732	ssRNA107	0.2
ssRNA732	ssRNA646	0.6
ssRNA732	ssRNA752	0.2
ssRNA732	ssRNA73	0.8
ssRNA732	ssRNA7	0.8
ssRNA732	ssRNA278	0.6
ssRNA732	ssRNA771	0.2
ssRNA732	ssRNA858	0.8
ssRNA732	ssRNA558	0.6
ssRNA732	ssRNA762	0.4
ssRNA732	ssRNA591	0.2
ssRNA732	ssRNA375	1.0
ssRNA732	ssRNA741	0.4
ssRNA732	ssRNA287	0.6
ssRNA732	ssRNA546	0.8
ssRNA732	ssRNA647	0.4
ssRNA732	ssRNA652	0.4
ssRNA732	ssRNA776	0.6
ssRNA732	ssRNA373	0.8
ssRNA732	ssRNA163	0.4
ssRNA732	ssRNA695	1.0
ssRNA732	ssRNA886	0.8
ssRNA732	ssRNA60	0.2
ssRNA732	ssRNA303	1.0
ssRNA732	ssRNA330	1.0
ssRNA732	ssRNA606	0.4
ssRNA732	ssRNA67	1.0
ssRNA732	ssRNA644	1.0
ssRNA732	ssRNA42	0.6
ssRNA732	ssRNA210	0.6
ssRNA732	ssRNA498	0.6
ssRNA732	ssRNA831	0.4
ssRNA732	ssRNA799	0.4
ssRNA732	ssRNA499	0.6
ssRNA732	ssRNA502	0.6
ssRNA732	ssRNA542	0.4
ssRNA732	ssRNA314	0.2
ssRNA732	ssRNA52	0.6
ssRNA732	ssRNA371	0.6
ssRNA732	ssRNA350	1.0
ssRNA732	ssRNA563	1.0
ssRNA732	ssRNA272	0.2
ssRNA732	ssRNA627	0.6
ssRNA732	ssRNA240	0.4
ssRNA732	ssRNA734	0.8
ssRNA732	ssRNA188	0.6
ssRNA732	ssRNA674	0.6
ssRNA732	ssRNA391	0.8
ssRNA732	ssRNA747	0.4
ssRNA732	ssRNA816	0.8
ssRNA732	ssRNA660	0.6
ssRNA732	ssRNA802	0.4
ssRNA732	ssRNA654	0.8
ssRNA732	ssRNA477	0.8
ssRNA732	ssRNA513	0.6
ssRNA732	ssRNA96	0.8
ssRNA732	ssRNA422	1.0
ssRNA732	ssRNA381	0.4
ssRNA732	ssRNA81	0.2
ssRNA732	ssRNA50	0.4
ssRNA732	ssRNA5	0.4
ssRNA732	ssRNA685	0.8
ssRNA732	ssRNA130	0.4
ssRNA732	ssRNA269	0.2
ssRNA732	ssRNA419	0.6
ssRNA732	ssRNA480	0.6
ssRNA732	ssRNA334	1.0
ssRNA732	ssRNA94	0.4
ssRNA732	ssRNA399	0.8
ssRNA732	ssRNA496	0.6
ssRNA732	ssRNA199	0.0
ssRNA732	ssRNA817	0.8
ssRNA732	ssRNA159	0.6
ssRNA732	ssRNA609	0.6
ssRNA732	ssRNA557	0.6
ssRNA732	ssRNA588	0.4
ssRNA732	ssRNA489	0.6
ssRNA732	ssRNA528	0.8
ssRNA732	ssRNA316	0.8
ssRNA732	ssRNA587	0.8
ssRNA732	ssRNA631	0.6
ssRNA732	ssRNA216	0.4
ssRNA732	ssRNA800	0.4
ssRNA732	ssRNA510	0.6
ssRNA732	ssRNA857	0.2
ssRNA732	ssRNA237	0.8
ssRNA732	ssRNA643	0.6
ssRNA732	ssRNA530	0.8
ssRNA732	ssRNA71	0.6
ssRNA732	ssRNA288	0.6
ssRNA732	ssRNA562	0.4
ssRNA732	ssRNA186	0.6
ssRNA732	ssRNA174	0.4
ssRNA732	ssRNA193	1.0
ssRNA732	ssRNA151	0.4
ssRNA732	ssRNA758	0.4
ssRNA732	ssRNA768	0.2
ssRNA732	ssRNA788	0.2
ssRNA732	ssRNA577	0.6
ssRNA732	ssRNA259	0.8
ssRNA732	ssRNA95	0.2
ssRNA732	ssRNA742	0.2
ssRNA732	ssRNA181	0.4
ssRNA732	ssRNA466	0.8
ssRNA732	ssRNA607	1.0
ssRNA732	ssRNA668	0.6
ssRNA732	ssRNA673	0.4
ssRNA732	ssRNA497	0.8
ssRNA732	ssRNA759	0.4
ssRNA732	ssRNA518	0.6
ssRNA732	ssRNA119	0.6
ssRNA732	ssRNA812	1.0
ssRNA732	ssRNA247	0.4
ssRNA732	ssRNA328	1.0
ssRNA732	ssRNA824	0.8
ssRNA732	ssRNA132	0.6
ssRNA732	ssRNA162	0.4
ssRNA732	ssRNA608	1.0
ssRNA732	ssRNA56	1.0
ssRNA732	ssRNA880	0.8
ssRNA732	ssRNA733	0.6
ssRNA732	ssRNA555	0.8
ssRNA732	ssRNA86	0.4
ssRNA732	ssRNA575	0.4
ssRNA732	ssRNA842	1.0
ssRNA732	ssRNA441	0.8
ssRNA732	ssRNA485	0.2
ssRNA732	ssRNA629	1.0
ssRNA732	ssRNA481	0.6
ssRNA732	ssRNA839	0.4
ssRNA732	ssRNA548	0.4
ssRNA732	ssRNA765	1.0
ssRNA732	ssRNA618	0.4
ssRNA732	ssRNA53	0.2
ssRNA732	ssRNA409	0.6
ssRNA732	ssRNA449	0.6
ssRNA732	ssRNA65	0.8
ssRNA732	ssRNA850	0.6
ssRNA732	ssRNA263	0.6
ssRNA732	ssRNA215	0.6
ssRNA732	ssRNA511	0.6
ssRNA732	ssRNA152	0.4
ssRNA732	ssRNA701	0.6
ssRNA732	ssRNA167	0.4
ssRNA732	ssRNA524	0.8
ssRNA732	ssRNA810	1.0
ssRNA732	ssRNA113	1.0
ssRNA732	ssRNA879	0.8
ssRNA732	ssRNA515	0.0
ssRNA732	ssRNA171	0.4
ssRNA732	ssRNA51	0.6
ssRNA732	ssRNA849	0.5
ssRNA732	ssRNA25	0.8
ssRNA732	ssRNA64	0.8
ssRNA732	ssRNA82	0.6
ssRNA732	ssRNA596	0.6
ssRNA732	ssRNA908	0.6
ssRNA732	ssRNA475	0.6
ssRNA732	ssRNA145	0.4
ssRNA732	ssRNA724	0.6
ssRNA732	ssRNA754	0.4
ssRNA732	ssRNA75	1.0
ssRNA732	ssRNA211	0.4
ssRNA732	ssRNA681	0.6
ssRNA732	ssRNA507	1.0
ssRNA732	ssRNA840	1.0
ssRNA732	ssRNA443	0.6
ssRNA732	ssRNA693	0.6
ssRNA732	ssRNA656	1.0
ssRNA732	ssRNA444	0.4
ssRNA732	ssRNA257	1.0
ssRNA732	ssRNA227	0.75
ssRNA732	ssRNA1	0.8
ssRNA732	ssRNA728	0.4
ssRNA732	ssRNA100	0.4
ssRNA732	ssRNA473	0.6
ssRNA732	ssRNA104	0.6
ssRNA732	ssRNA26	0.4
ssRNA732	ssRNA158	0.4
ssRNA732	ssRNA726	0.2
ssRNA732	ssRNA854	0.4
ssRNA732	ssRNA445	0.6
ssRNA732	ssRNA28	1.0
ssRNA732	ssRNA343	0.0
ssRNA732	ssRNA573	0.6
ssRNA732	ssRNA283	0.6
ssRNA732	ssRNA153	0.2
ssRNA732	ssRNA821	0.4
ssRNA732	ssRNA851	0.6
ssRNA732	ssRNA457	0.6
ssRNA732	ssRNA9	0.6
ssRNA732	ssRNA529	0.8
ssRNA732	ssRNA405	0.4
ssRNA732	ssRNA304	0.6
ssRNA732	ssRNA883	0.8
ssRNA732	ssRNA454	0.0
ssRNA732	ssRNA552	0.4
ssRNA732	ssRNA279	0.6
ssRNA732	ssRNA589	0.6
ssRNA732	ssRNA206	0.4
ssRNA732	ssRNA69	0.6
ssRNA732	ssRNA823	0.4
ssRNA732	ssRNA302	0.6
ssRNA732	ssRNA18	0.4
ssRNA732	ssRNA448	0.6
ssRNA732	ssRNA146	0.4
ssRNA732	ssRNA669	0.6
ssRNA732	ssRNA326	0.0
ssRNA732	ssRNA648	0.4
ssRNA732	ssRNA117	1.0
ssRNA732	ssRNA431	1.0
ssRNA732	ssRNA116	0.2
ssRNA732	ssRNA625	0.6
ssRNA732	ssRNA205	0.4
ssRNA732	ssRNA209	0.2
ssRNA732	ssRNA420	1.0
ssRNA732	ssRNA664	0.8
ssRNA732	ssRNA19	0.6
ssRNA732	ssRNA112	1.0
ssRNA732	ssRNA706	1.0
ssRNA732	ssRNA295	0.4
ssRNA732	ssRNA0	0.8
ssRNA732	ssRNA43	0.4
ssRNA732	ssRNA341	0.8
ssRNA732	ssRNA662	0.2
ssRNA732	ssRNA775	0.6
ssRNA732	ssRNA727	0.4
ssRNA732	ssRNA782	0.2
ssRNA732	ssRNA298	0.4
ssRNA732	ssRNA719	0.6
ssRNA732	ssRNA630	1.0
ssRNA732	ssRNA756	0.4
ssRNA732	ssRNA168	0.4
ssRNA732	ssRNA39	0.4
ssRNA732	ssRNA825	0.6
ssRNA732	ssRNA115	0.8
ssRNA732	ssRNA88	0.8
ssRNA732	ssRNA306	0.8
ssRNA732	ssRNA80	0.2
ssRNA732	ssRNA885	0.8
ssRNA732	ssRNA579	0.8
ssRNA732	ssRNA200	0.4
ssRNA732	ssRNA323	1.0
ssRNA732	ssRNA691	0.6
ssRNA732	ssRNA902	0.4
ssRNA732	ssRNA99	0.6
ssRNA732	ssRNA335	1.0
ssRNA732	ssRNA670	0.6
ssRNA732	ssRNA807	0.4
ssRNA732	ssRNA176	0.4
ssRNA732	ssRNA676	0.6
ssRNA732	ssRNA901	0.4
ssRNA732	ssRNA717	0.8
ssRNA732	ssRNA678	0.6
ssRNA732	ssRNA255	0.6
ssRNA732	ssRNA184	0.8
ssRNA732	ssRNA368	1.0
ssRNA732	ssRNA169	0.4
ssRNA732	ssRNA412	0.6
ssRNA732	ssRNA344	0.4
ssRNA732	ssRNA594	0.6
ssRNA732	ssRNA871	0.8
ssRNA732	ssRNA14	1.0
ssRNA732	ssRNA402	0.6
ssRNA732	ssRNA110	0.2
ssRNA732	ssRNA708	1.0
ssRNA732	ssRNA245	0.4
ssRNA732	ssRNA332	1.0
ssRNA732	ssRNA305	0.8
ssRNA732	ssRNA187	0.4
ssRNA732	ssRNA434	0.8
ssRNA732	ssRNA682	1.0
ssRNA732	ssRNA471	0.8
ssRNA732	ssRNA722	0.6
ssRNA732	ssRNA319	0.4
ssRNA732	ssRNA363	0.6
ssRNA732	ssRNA659	0.4
ssRNA732	ssRNA355	0.6
ssRNA732	ssRNA716	0.8
ssRNA732	ssRNA178	0.4
ssRNA732	ssRNA338	0.5
ssRNA732	ssRNA783	0.4
ssRNA732	ssRNA624	0.6
ssRNA732	ssRNA694	0.6
ssRNA732	ssRNA426	0.0
ssRNA732	ssRNA650	0.4
ssRNA732	ssRNA290	0.0
ssRNA732	ssRNA407	0.4
ssRNA732	ssRNA763	0.4
ssRNA732	ssRNA761	0.2
ssRNA732	ssRNA804	0.4
ssRNA732	ssRNA317	0.6
ssRNA732	ssRNA790	0.4
ssRNA732	ssRNA274	0.0
ssRNA732	ssRNA464	1.0
ssRNA732	ssRNA262	0.6
ssRNA732	ssRNA474	0.75
ssRNA732	ssRNA560	0.4
ssRNA732	ssRNA106	0.4
ssRNA732	ssRNA787	0.2
ssRNA732	ssRNA83	0.6
ssRNA732	ssRNA282	0.4
ssRNA732	ssRNA551	0.6
ssRNA732	ssRNA517	0.6
ssRNA732	ssRNA260	0.6
ssRNA732	ssRNA710	0.4
ssRNA732	ssRNA365	0.6
ssRNA732	ssRNA619	0.6
ssRNA732	ssRNA384	0.4
ssRNA732	ssRNA658	0.2
ssRNA732	ssRNA785	0.4
ssRNA732	ssRNA649	0.4
ssRNA732	ssRNA428	0.0
ssRNA732	ssRNA191	0.0
ssRNA732	ssRNA367	0.4
ssRNA732	ssRNA45	0.6
ssRNA732	ssRNA616	0.6
ssRNA732	ssRNA242	0.8
ssRNA732	ssRNA638	0.8
ssRNA732	ssRNA121	0.2
ssRNA732	ssRNA611	0.4
ssRNA732	ssRNA87	0.4
ssRNA732	ssRNA147	0.6
ssRNA732	ssRNA635	0.8
ssRNA732	ssRNA614	0.6
ssRNA732	ssRNA532	0.8
ssRNA732	ssRNA98	1.0
ssRNA732	ssRNA550	0.4
ssRNA732	ssRNA699	0.0
ssRNA732	ssRNA683	0.6
ssRNA732	ssRNA725	0.4
ssRNA732	ssRNA881	0.8
ssRNA732	ssRNA120	0.2
ssRNA732	ssRNA692	0.6
ssRNA732	ssRNA315	0.4
ssRNA732	ssRNA907	0.6
ssRNA732	ssRNA534	0.8
ssRNA732	ssRNA44	0.2
ssRNA732	ssRNA427	0.0
ssRNA732	ssRNA715	0.8
ssRNA732	ssRNA342	0.4
ssRNA732	ssRNA38	0.6
ssRNA732	ssRNA720	0.6
ssRNA732	ssRNA494	0.8
ssRNA732	ssRNA735	0.8
ssRNA732	ssRNA312	1.0
ssRNA732	ssRNA346	1.0
ssRNA732	ssRNA645	0.6
ssRNA732	ssRNA150	0.4
ssRNA732	ssRNA468	0.4
ssRNA732	ssRNA797	0.6
ssRNA732	ssRNA230	0.8
ssRNA732	ssRNA347	1.0
ssRNA732	ssRNA377	0.4
ssRNA732	ssRNA672	0.8
ssRNA732	ssRNA33	0.6
ssRNA732	ssRNA479	0.0
ssRNA732	ssRNA486	0.6
ssRNA732	ssRNA739	0.6
ssRNA732	ssRNA70	0.8
ssRNA732	ssRNA882	0.8
ssRNA732	ssRNA772	0.2
ssRNA732	ssRNA777	0.6
ssRNA732	ssRNA345	0.0
ssRNA732	ssRNA179	0.8
ssRNA732	ssRNA539	1.0
ssRNA732	ssRNA223	0.6
ssRNA732	ssRNA142	0.4
ssRNA732	ssRNA640	0.8
ssRNA732	ssRNA12	0.6
ssRNA732	ssRNA337	0.6
ssRNA732	ssRNA458	0.4
ssRNA732	ssRNA665	0.8
ssRNA732	ssRNA336	1.0
ssRNA732	ssRNA789	0.2
ssRNA732	ssRNA41	0.4
ssRNA732	ssRNA545	0.6
ssRNA732	ssRNA750	0.2
ssRNA732	ssRNA492	0.8
ssRNA732	ssRNA516	0.6
ssRNA732	ssRNA32	0.6
ssRNA732	ssRNA47	0.6
ssRNA732	ssRNA491	0.8
ssRNA732	ssRNA467	0.2
ssRNA732	ssRNA729	0.6
ssRNA732	ssRNA571	0.4
ssRNA732	ssRNA101	0.8
ssRNA732	ssRNA353	0.6
ssRNA732	ssRNA533	0.8
ssRNA732	ssRNA102	0.4
ssRNA732	ssRNA243	1.0
ssRNA732	ssRNA689	0.6
ssRNA732	ssRNA17	0.6
ssRNA732	ssRNA379	0.8
ssRNA732	ssRNA595	0.4
ssRNA732	ssRNA760	0.6
ssRNA732	ssRNA74	0.8
ssRNA732	ssRNA846	0.6
ssRNA732	ssRNA357	0.6
ssRNA732	ssRNA382	0.4
ssRNA732	ssRNA472	0.75
ssRNA732	ssRNA261	0.8
ssRNA732	ssRNA578	0.6
ssRNA732	ssRNA580	0.8
ssRNA732	ssRNA852	0.8
ssRNA732	ssRNA362	0.6
ssRNA732	ssRNA268	1.0
ssRNA732	ssRNA327	1.0
ssRNA732	ssRNA390	0.8
ssRNA732	ssRNA435	0.6
ssRNA732	ssRNA565	0.6
ssRNA732	ssRNA615	0.6
ssRNA732	ssRNA6	0.6
ssRNA732	ssRNA423	0.8
ssRNA732	ssRNA300	0.4
ssRNA732	ssRNA469	0.0
ssRNA732	ssRNA490	0.8
ssRNA732	ssRNA376	0.6
ssRNA732	ssRNA440	0.4
ssRNA732	ssRNA910	0.6
ssRNA732	ssRNA634	0.8
ssRNA732	ssRNA456	1.0
ssRNA732	ssRNA126	0.8
ssRNA732	ssRNA133	1.0
ssRNA732	ssRNA264	0.6
ssRNA732	ssRNA393	0.8
ssRNA732	ssRNA536	0.4
ssRNA732	ssRNA462	1.0
ssRNA732	ssRNA137	0.4
ssRNA732	ssRNA801	0.4
ssRNA732	ssRNA832	0.6
ssRNA732	ssRNA663	0.8
ssRNA732	ssRNA124	0.8
ssRNA732	ssRNA97	1.0
ssRNA732	ssRNA639	1.0
ssRNA732	ssRNA114	0.4
ssRNA732	ssRNA446	0.6
ssRNA732	ssRNA372	0.6
ssRNA732	ssRNA814	0.8
ssRNA732	ssRNA547	0.2
ssRNA732	ssRNA195	0.6
ssRNA732	ssRNA746	0.2
ssRNA732	ssRNA767	0.2
ssRNA732	ssRNA488	0.8
ssRNA732	ssRNA388	0.6
ssRNA732	ssRNA85	0.8
ssRNA732	ssRNA404	0.6
ssRNA732	ssRNA149	0.4
ssRNA732	ssRNA416	1.0
ssRNA732	ssRNA451	0.6
ssRNA732	ssRNA586	0.8
ssRNA732	ssRNA482	0.4
ssRNA732	ssRNA109	1.0
ssRNA732	ssRNA143	0.4
ssRNA732	ssRNA537	0.2
ssRNA732	ssRNA628	0.75
ssRNA732	ssRNA684	0.8
ssRNA732	ssRNA155	0.6
ssRNA732	ssRNA239	0.6
ssRNA732	ssRNA576	0.6
ssRNA732	ssRNA374	0.4
ssRNA732	ssRNA460	0.4
ssRNA732	ssRNA597	0.6
ssRNA732	ssRNA125	0.8
ssRNA732	ssRNA421	1.0
ssRNA732	ssRNA653	1.0
ssRNA732	ssRNA310	1.0
ssRNA732	ssRNA411	0.8
ssRNA732	ssRNA705	1.0
ssRNA732	ssRNA753	0.4
ssRNA732	ssRNA495	0.6
ssRNA732	ssRNA236	0.4
ssRNA732	ssRNA173	0.6
ssRNA732	ssRNA430	0.8
ssRNA732	ssRNA584	0.0
ssRNA732	ssRNA633	0.6
ssRNA732	ssRNA909	0.6
ssRNA732	ssRNA256	0.4
ssRNA732	ssRNA324	0.2
ssRNA732	ssRNA714	0.8
ssRNA732	ssRNA398	0.8
ssRNA732	ssRNA820	0.8
ssRNA732	ssRNA470	0.4
ssRNA732	ssRNA484	0.4
ssRNA732	ssRNA707	1.0
ssRNA732	ssRNA512	0.6
ssRNA732	ssRNA792	0.4
ssRNA732	ssRNA202	0.4
ssRNA732	ssRNA252	0.2
ssRNA732	ssRNA826	0.6
ssRNA732	ssRNA92	0.6
ssRNA732	ssRNA844	0.6
ssRNA732	ssRNA135	0.8
ssRNA732	ssRNA626	1.0
ssRNA732	ssRNA136	0.4
ssRNA732	ssRNA519	1.0
ssRNA732	ssRNA366	1.0
ssRNA732	ssRNA778	0.2
ssRNA732	ssRNA535	0.4
ssRNA732	ssRNA408	0.4
ssRNA732	ssRNA165	0.4
ssRNA732	ssRNA144	0.6
ssRNA732	ssRNA748	0.2
ssRNA732	ssRNA779	0.4
ssRNA732	ssRNA700	0.8
ssRNA732	ssRNA822	0.6
ssRNA732	ssRNA538	0.0
ssRNA732	ssRNA352	0.2
ssRNA732	ssRNA803	0.6
ssRNA732	ssRNA523	0.8
ssRNA732	ssRNA244	0.8
ssRNA732	ssRNA22	0.6
ssRNA732	ssRNA72	0.6
ssRNA732	ssRNA296	0.6
ssRNA732	ssRNA461	0.8
ssRNA732	ssRNA556	0.8
ssRNA732	ssRNA572	0.4
ssRNA732	ssRNA593	0.8
ssRNA732	ssRNA833	0.4
ssRNA732	ssRNA48	0.8
ssRNA732	ssRNA34	0.4
ssRNA732	ssRNA798	0.2
ssRNA732	ssRNA743	0.4
ssRNA732	ssRNA437	0.6
ssRNA732	ssRNA687	0.0
ssRNA732	ssRNA351	0.0
ssRNA732	ssRNA657	0.6
ssRNA732	ssRNA506	0.6
ssRNA732	ssRNA525	0.8
ssRNA732	ssRNA703	0.75
ssRNA732	ssRNA78	0.4
ssRNA732	ssRNA389	0.8
ssRNA732	ssRNA465	0.8
ssRNA732	ssRNA791	0.4
ssRNA732	ssRNA455	0.2
ssRNA732	ssRNA76	0.4
ssRNA732	ssRNA251	0.6
ssRNA732	ssRNA220	0.6
ssRNA732	ssRNA212	0.4
ssRNA732	ssRNA888	0.8
ssRNA732	ssRNA845	0.8
ssRNA732	ssRNA222	0.6
ssRNA732	ssRNA621	0.8
ssRNA732	ssRNA24	0.6
ssRNA732	ssRNA161	0.4
ssRNA732	ssRNA878	0.8
ssRNA732	ssRNA835	0.6
ssRNA732	ssRNA20	0.6
ssRNA732	ssRNA841	0.6
ssRNA732	ssRNA134	0.2
ssRNA732	ssRNA224	0.4
ssRNA732	ssRNA356	0.8
ssRNA732	ssRNA213	0.4
ssRNA732	ssRNA23	0.8
ssRNA732	ssRNA369	0.4
ssRNA732	ssRNA37	0.4
ssRNA732	ssRNA311	1.0
ssRNA732	ssRNA414	0.6
ssRNA732	ssRNA613	0.8
ssRNA732	ssRNA218	0.4
ssRNA732	ssRNA764	1.0
ssRNA732	ssRNA704	0.6
ssRNA732	ssRNA170	0.4
ssRNA732	ssRNA340	0.2
ssRNA732	ssRNA386	0.6
ssRNA732	ssRNA836	0.4
ssRNA732	ssRNA567	0.2
ssRNA732	ssRNA400	0.4
ssRNA732	ssRNA403	0.6
ssRNA732	ssRNA225	0.6
ssRNA732	ssRNA872	0.8
ssRNA732	ssRNA501	0.4
ssRNA732	ssRNA68	0.8
ssRNA732	ssRNA164	0.4
ssRNA732	ssRNA453	0.6
ssRNA732	ssRNA599	0.2
ssRNA732	ssRNA4	0.6
ssRNA732	ssRNA318	1.0
ssRNA732	ssRNA293	0.8
ssRNA732	ssRNA321	0.8
ssRNA732	ssRNA711	0.0
ssRNA732	ssRNA544	0.6
ssRNA732	ssRNA54	0.6
ssRNA732	ssRNA582	0.8
ssRNA732	ssRNA308	0.8
ssRNA732	ssRNA248	0.2
ssRNA732	ssRNA899	0.8
ssRNA732	ssRNA855	0.4
ssRNA732	ssRNA292	0.4
ssRNA732	ssRNA40	0.6
ssRNA732	ssRNA642	0.4
ssRNA732	ssRNA123	0.6
ssRNA732	ssRNA574	0.8
ssRNA732	ssRNA806	0.6
ssRNA732	ssRNA527	0.8
ssRNA732	ssRNA737	0.4
ssRNA732	ssRNA583	0.6
ssRNA732	ssRNA612	0.4
ssRNA732	ssRNA138	0.4
ssRNA732	ssRNA275	0.0
ssRNA732	ssRNA189	1.0
ssRNA732	ssRNA148	0.0
ssRNA732	ssRNA370	0.8
ssRNA732	ssRNA183	0.8
ssRNA732	ssRNA740	0.2
ssRNA732	ssRNA688	0.6
ssRNA732	ssRNA385	0.8
ssRNA732	ssRNA666	0.6
ssRNA732	ssRNA853	0.2
ssRNA732	ssRNA677	0.6
ssRNA732	ssRNA531	0.4
ssRNA732	ssRNA890	0.8
ssRNA732	ssRNA794	0.4
ssRNA732	ssRNA605	0.4
ssRNA732	ssRNA299	0.6
ssRNA732	ssRNA900	0.2
ssRNA732	ssRNA29	0.8
ssRNA732	ssRNA592	0.4
ssRNA732	ssRNA856	0.6
ssRNA732	ssRNA16	0.6
ssRNA732	ssRNA766	0.6
ssRNA732	ssRNA208	0.4
ssRNA732	ssRNA281	0.6
ssRNA732	ssRNA549	0.6
ssRNA732	ssRNA508	0.6
ssRNA732	ssRNA127	0.6
ssRNA732	ssRNA77	1.0
ssRNA732	ssRNA418	0.0
ssRNA732	ssRNA190	0.4
ssRNA732	ssRNA602	0.4
ssRNA732	ssRNA514	0.6
ssRNA732	ssRNA207	0.4
ssRNA732	ssRNA131	0.4
ssRNA732	ssRNA731	1.0
ssRNA732	ssRNA755	0.4
ssRNA732	ssRNA415	1.0
ssRNA732	ssRNA655	1.0
ssRNA732	ssRNA265	0.6
ssRNA732	ssRNA436	1.0
ssRNA732	ssRNA887	0.8
ssRNA732	ssRNA680	0.6
ssRNA732	ssRNA201	0.4
ssRNA732	ssRNA359	0.6
ssRNA732	ssRNA108	0.4
ssRNA732	ssRNA84	0.6
ssRNA732	ssRNA284	0.6
ssRNA732	ssRNA196	0.2
ssRNA732	ssRNA250	0.6
ssRNA732	ssRNA241	1.0
ssRNA732	ssRNA46	0.0
ssRNA732	ssRNA780	0.4
ssRNA732	ssRNA339	0.2
ssRNA732	ssRNA192	0.6
ssRNA732	ssRNA581	0.6
ssRNA732	ssRNA395	0.8
ssRNA732	ssRNA105	1.0
ssRNA732	ssRNA476	0.2
ssRNA732	ssRNA828	1.0
ssRNA732	ssRNA254	0.8
ssRNA732	ssRNA829	0.2
ssRNA732	ssRNA744	0.2
ssRNA732	ssRNA139	0.2
ssRNA732	ssRNA203	0.4
ssRNA732	ssRNA182	0.8
ssRNA732	ssRNA866	0.8
ssRNA732	ssRNA749	0.2
ssRNA732	ssRNA59	0.2
ssRNA732	ssRNA813	1.0
ssRNA732	ssRNA843	0.8
ssRNA732	ssRNA90	0.4
ssRNA732	ssRNA438	0.4
ssRNA732	ssRNA570	0.4
ssRNA732	ssRNA610	0.2
ssRNA732	ssRNA276	0.0
ssRNA732	ssRNA160	0.4
ssRNA732	ssRNA122	0.8
ssRNA732	ssRNA172	0.4
ssRNA732	ssRNA808	0.6
ssRNA732	ssRNA815	0.8
ssRNA732	ssRNA877	0.8
ssRNA732	ssRNA118	0.8
ssRNA732	ssRNA271	0.2
ssRNA732	ssRNA447	0.4
ssRNA732	ssRNA641	0.4
ssRNA732	ssRNA35	0.4
ssRNA732	ssRNA79	0.6
ssRNA732	ssRNA522	0.75
ssRNA732	ssRNA774	0.6
ssRNA732	ssRNA837	0.4
ssRNA732	ssRNA58	0.4
ssRNA732	ssRNA406	0.4
ssRNA732	ssRNA425	0.0
ssRNA732	ssRNA493	0.4
ssRNA732	ssRNA623	1.0
ssRNA732	ssRNA194	0.2
ssRNA732	ssRNA736	0.4
ssRNA732	ssRNA478	0.6
ssRNA732	ssRNA433	0.8
ssRNA732	ssRNA180	0.4
ssRNA732	ssRNA333	1.0
ssRNA732	ssRNA197	0.4
ssRNA732	ssRNA561	0.8
ssRNA732	ssRNA604	0.6
ssRNA732	ssRNA3	0.8
ssRNA732	ssRNA809	0.8
ssRNA732	ssRNA487	0.4
ssRNA732	ssRNA784	0.4
ssRNA732	ssRNA309	0.2
ssRNA732	ssRNA331	1.0
ssRNA732	ssRNA585	0.4
ssRNA732	ssRNA258	0.6
ssRNA732	ssRNA392	0.8
ssRNA732	ssRNA709	0.4
ssRNA732	ssRNA721	0.8
ssRNA732	ssRNA679	0.6
ssRNA732	ssRNA66	0.6
ssRNA732	ssRNA129	1.0
ssRNA732	ssRNA723	0.6
ssRNA732	ssRNA569	0.8
ssRNA732	ssRNA329	1.0
ssRNA732	ssRNA387	0.4
ssRNA732	ssRNA793	0.4
ssRNA732	ssRNA61	0.4
ssRNA732	ssRNA313	0.6
ssRNA732	ssRNA459	0.6
ssRNA732	ssRNA156	0.4
ssRNA732	ssRNA898	0.4
ssRNA732	ssRNA786	0.2
ssRNA732	ssRNA450	0.4
ssRNA732	ssRNA757	0.4
ssRNA732	ssRNA270	0.2
ssRNA732	ssRNA671	0.6
ssRNA732	ssRNA601	0.4
ssRNA732	ssRNA818	0.8
ssRNA732	ssRNA89	0.8
ssRNA732	ssRNA30	0.8
ssRNA732	ssRNA394	0.8
ssRNA732	ssRNA827	0.6
ssRNA732	ssRNA559	0.6
ssRNA732	ssRNA267	0.667
ssRNA732	ssRNA325	0.0
ssRNA732	ssRNA294	0.8
ssRNA732	ssRNA696	0.0
ssRNA732	ssRNA396	0.8
ssRNA732	ssRNA214	0.4
ssRNA732	ssRNA819	0.8
ssRNA732	ssRNA349	0.4
ssRNA732	ssRNA505	0.8
ssRNA732	ssRNA651	0.4
ssRNA732	ssRNA838	0.2
ssRNA732	ssRNA185	0.4
ssRNA732	ssRNA698	0.0
ssRNA732	ssRNA140	0.2
ssRNA732	ssRNA11	0.6
ssRNA732	ssRNA702	1.0
ssRNA732	ssRNA503	1.0
ssRNA732	ssRNA690	0.6
ssRNA732	ssRNA781	0.2
ssRNA732	ssRNA553	0.4
ssRNA732	ssRNA564	0.8
ssRNA732	ssRNA442	0.6
ssRNA732	ssRNA745	0.4
ssRNA732	ssRNA177	0.4
ssRNA732	ssRNA751	0.2
ssRNA732	ssRNA773	0.4
ssRNA732	ssRNA31	0.4
ssRNA732	ssRNA713	0.6
ssRNA732	ssRNA320	0.8
