query	target	fident
ssDNA1084	ssDNA1084	1.0
ssDNA1015	ssDNA1015	1.0
ssDNA727	ssDNA727	1.0
ssDNA1148	ssDNA1148	1.0
ssDNA1180	ssDNA1180	1.0
ssDNA245	ssDNA245	1.0
ssDNA213	ssDNA213	1.0
ssDNA586	ssDNA586	1.0
ssDNA180	ssDNA180	1.0
ssDNA335	ssDNA335	1.0
ssDNA303	ssDNA303	1.0
ssDNA1161	ssDNA1161	1.0
ssDNA994	ssDNA994	1.0
ssDNA1251	ssDNA1251	1.0
ssDNA983	ssDNA983	1.0
ssDNA1079	ssDNA1082	1.0
ssDNA1079	ssDNA1261	1.0
ssDNA436	ssDNA440	1.0
ssDNA1115	ssDNA1115	1.0
ssDNA1302	ssDNA1302	1.0
ssDNA1366	ssDNA1366	1.0
ssDNA1366	ssDNA1367	1.0
ssDNA448	ssDNA448	1.0
ssDNA446	ssDNA446	1.0
ssDNA1366	ssDNA1586	1.0
ssDNA1366	ssDNA1369	1.0
ssDNA414	ssDNA414	1.0
ssDNA382	ssDNA382	1.0
ssDNA350	ssDNA350	1.0
ssDNA1526	ssDNA1526	1.0
ssDNA524	ssDNA524	1.0
ssDNA691	ssDNA687	1.0
ssDNA691	ssDNA688	1.0
ssDNA691	ssDNA1059	1.0
ssDNA691	ssDNA689	1.0
ssDNA691	ssDNA690	1.0
ssDNA691	ssDNA691	1.0
ssDNA1048	ssDNA1048	1.0
ssDNA659	ssDNA659	1.0
ssDNA133	ssDNA133	1.0
ssDNA595	ssDNA595	1.0
ssDNA557	ssDNA557	1.0
ssDNA165	ssDNA165	1.0
ssDNA318	ssDNA318	1.0
ssDNA627	ssDNA627	1.0
ssDNA691	ssDNA686	1.0
ssDNA1112	ssDNA1112	1.0
ssDNA1018	ssDNA1018	1.0
ssDNA986	ssDNA986	1.0
ssDNA954	ssDNA954	1.0
ssDNA1545	ssDNA1545	1.0
ssDNA1513	ssDNA1513	1.0
ssDNA1267	ssDNA1267	1.0
ssDNA1235	ssDNA1235	1.0
ssDNA1203	ssDNA1203	1.0
ssDNA1171	ssDNA1171	1.0
ssDNA1139	ssDNA1139	1.0
ssDNA619	ssDNA619	1.0
ssDNA587	ssDNA587	1.0
ssDNA522	ssDNA522	1.0
ssDNA1211	ssDNA1211	1.0
ssDNA1179	ssDNA1179	1.0
ssDNA12	ssDNA12	1.0
ssDNA1587	ssDNA1587	1.0
ssDNA1370	ssDNA1370	1.0
ssDNA1434	ssDNA1434	1.0
ssDNA1466	ssDNA1466	1.0
ssDNA1270	ssDNA1270	1.0
ssDNA1498	ssDNA1498	1.0
ssDNA1530	ssDNA1530	1.0
ssDNA1080	ssDNA1080	1.0
ssDNA924	ssDNA924	1.0
ssDNA914	ssDNA914	1.0
ssDNA946	ssDNA946	1.0
ssDNA978	ssDNA978	1.0
ssDNA1479	ssDNA1479	1.0
ssDNA1511	ssDNA1511	1.0
ssDNA1543	ssDNA1543	1.0
ssDNA956	ssDNA956	1.0
ssDNA562	ssDNA562	1.0
ssDNA691	ssDNA80	1.0
ssDNA691	ssDNA692	1.0
ssDNA341	ssDNA341	1.0
ssDNA149	ssDNA149	1.0
ssDNA84	ssDNA84	1.0
ssDNA791	ssDNA791	1.0
ssDNA953	ssDNA953	1.0
ssDNA953	ssDNA961	1.0
ssDNA953	ssDNA954	1.0
ssDNA52	ssDNA52	1.0
ssDNA953	ssDNA956	1.0
ssDNA953	ssDNA957	1.0
ssDNA1017	ssDNA1017	1.0
ssDNA1017	ssDNA1016	1.0
ssDNA20	ssDNA20	1.0
ssDNA1049	ssDNA1049	1.0
ssDNA1081	ssDNA1081	1.0
ssDNA1081	ssDNA1083	1.0
ssDNA871	ssDNA871	1.0
ssDNA1177	ssDNA1177	1.0
ssDNA1145	ssDNA1145	1.0
ssDNA1399	ssDNA1399	1.0
ssDNA405	ssDNA405	1.0
ssDNA1495	ssDNA1495	1.0
ssDNA1527	ssDNA1527	1.0
ssDNA1081	ssDNA1078	1.0
ssDNA1081	ssDNA233	1.0
ssDNA1081	ssDNA1077	1.0
ssDNA1081	ssDNA1080	1.0
ssDNA1431	ssDNA1431	1.0
ssDNA691	ssDNA685	1.0
ssDNA437	ssDNA437	1.0
ssDNA1340	ssDNA1340	1.0
ssDNA723	ssDNA723	1.0
ssDNA723	ssDNA96	1.0
ssDNA759	ssDNA759	1.0
ssDNA100	ssDNA100	1.0
ssDNA796	ssDNA796	1.0
ssDNA728	ssDNA728	1.0
ssDNA4	ssDNA4	1.0
ssDNA1521	ssDNA1521	1.0
ssDNA1489	ssDNA1489	1.0
ssDNA1425	ssDNA1425	1.0
ssDNA830	ssDNA830	1.0
ssDNA798	ssDNA798	1.0
ssDNA766	ssDNA766	1.0
ssDNA1371	ssDNA1371	1.0
ssDNA1339	ssDNA1339	1.0
ssDNA1372	ssDNA1372	1.0
ssDNA1404	ssDNA1404	1.0
ssDNA1436	ssDNA1436	1.0
ssDNA821	ssDNA821	1.0
ssDNA853	ssDNA853	1.0
ssDNA6	ssDNA6	1.0
ssDNA1276	ssDNA1276	1.0
ssDNA38	ssDNA38	1.0
ssDNA1336	ssDNA1336	1.0
ssDNA1368	ssDNA1368	1.0
ssDNA1368	ssDNA1365	1.0
ssDNA1400	ssDNA1400	1.0
ssDNA1432	ssDNA1432	1.0
ssDNA1464	ssDNA1464	1.0
ssDNA70	ssDNA70	1.0
ssDNA594	ssDNA594	1.0
ssDNA1238	ssDNA1238	1.0
ssDNA626	ssDNA626	1.0
ssDNA963	ssDNA963	1.0
ssDNA931	ssDNA931	1.0
ssDNA899	ssDNA899	1.0
ssDNA128	ssDNA128	1.0
ssDNA95	ssDNA95	1.0
ssDNA63	ssDNA63	1.0
ssDNA31	ssDNA31	1.0
ssDNA1606	ssDNA1606	1.0
ssDNA1476	ssDNA1476	1.0
ssDNA1444	ssDNA1444	1.0
ssDNA1412	ssDNA1412	1.0
ssDNA1380	ssDNA1380	1.0
ssDNA1348	ssDNA1348	1.0
ssDNA1501	ssDNA1501	1.0
ssDNA1469	ssDNA1469	1.0
ssDNA120	ssDNA120	1.0
ssDNA87	ssDNA87	1.0
ssDNA283	ssDNA283	1.0
ssDNA806	ssDNA806	1.0
ssDNA774	ssDNA776	1.0
ssDNA774	ssDNA775	1.0
ssDNA774	ssDNA774	1.0
ssDNA995	ssDNA995	1.0
ssDNA742	ssDNA742	1.0
ssDNA606	ssDNA606	1.0
ssDNA638	ssDNA638	1.0
ssDNA670	ssDNA670	1.0
ssDNA1566	ssDNA1566	1.0
ssDNA1598	ssDNA1598	1.0
ssDNA23	ssDNA23	1.0
ssDNA215	ssDNA215	1.0
ssDNA315	ssDNA315	1.0
ssDNA706	ssDNA706	1.0
ssDNA1055	ssDNA1055	1.0
ssDNA200	ssDNA200	1.0
ssDNA167	ssDNA167	1.0
ssDNA135	ssDNA135	1.0
ssDNA102	ssDNA102	1.0
ssDNA625	ssDNA625	1.0
ssDNA593	ssDNA593	1.0
ssDNA561	ssDNA561	1.0
ssDNA529	ssDNA529	1.0
ssDNA496	ssDNA496	1.0
ssDNA1374	ssDNA1374	1.0
ssDNA1342	ssDNA1342	1.0
ssDNA1310	ssDNA1310	1.0
ssDNA1278	ssDNA1278	1.0
ssDNA1246	ssDNA1246	1.0
ssDNA509	ssDNA509	1.0
ssDNA477	ssDNA477	1.0
ssDNA1087	ssDNA1087	1.0
ssDNA1151	ssDNA1151	1.0
ssDNA1183	ssDNA1183	1.0
ssDNA1215	ssDNA1215	1.0
ssDNA381	ssDNA381	1.0
ssDNA674	ssDNA674	1.0
ssDNA1059	ssDNA1059	1.0
ssDNA413	ssDNA413	1.0
ssDNA642	ssDNA640	1.0
ssDNA642	ssDNA641	1.0
ssDNA642	ssDNA639	1.0
ssDNA642	ssDNA403	1.0
ssDNA642	ssDNA952	1.0
ssDNA642	ssDNA642	1.0
ssDNA445	ssDNA445	1.0
ssDNA315	ssDNA435	1.0
ssDNA183	ssDNA183	1.0
ssDNA794	ssDNA794	1.0
ssDNA443	ssDNA436	1.0
ssDNA443	ssDNA310	1.0
ssDNA443	ssDNA440	1.0
ssDNA443	ssDNA316	1.0
ssDNA443	ssDNA444	1.0
ssDNA443	ssDNA320	1.0
ssDNA443	ssDNA289	1.0
ssDNA475	ssDNA475	1.0
ssDNA475	ssDNA1554	1.0
ssDNA690	ssDNA690	1.0
ssDNA540	ssDNA540	1.0
ssDNA658	ssDNA658	1.0
ssDNA572	ssDNA572	1.0
ssDNA572	ssDNA571	1.0
ssDNA928	ssDNA928	1.0
ssDNA928	ssDNA929	1.0
ssDNA928	ssDNA930	1.0
ssDNA1184	ssDNA1184	1.0
ssDNA1184	ssDNA1183	1.0
ssDNA1120	ssDNA1120	1.0
ssDNA1120	ssDNA518	1.0
ssDNA1088	ssDNA1088	1.0
ssDNA1024	ssDNA1028	1.0
ssDNA443	ssDNA333	1.0
ssDNA1024	ssDNA652	1.0
ssDNA1024	ssDNA1026	1.0
ssDNA1024	ssDNA489	1.0
ssDNA1024	ssDNA1025	1.0
ssDNA1024	ssDNA1024	1.0
ssDNA992	ssDNA992	1.0
ssDNA960	ssDNA960	1.0
ssDNA1024	ssDNA1027	1.0
ssDNA443	ssDNA295	1.0
ssDNA443	ssDNA293	1.0
ssDNA7	ssDNA7	1.0
ssDNA177	ssDNA177	1.0
ssDNA210	ssDNA210	1.0
ssDNA242	ssDNA242	1.0
ssDNA460	ssDNA460	1.0
ssDNA492	ssDNA492	1.0
ssDNA109	ssDNA109	1.0
ssDNA145	ssDNA145	1.0
ssDNA411	ssDNA411	1.0
ssDNA379	ssDNA379	1.0
ssDNA173	ssDNA173	1.0
ssDNA662	ssDNA662	1.0
ssDNA726	ssDNA726	1.0
ssDNA762	ssDNA762	1.0
ssDNA141	ssDNA141	1.0
ssDNA1209	ssDNA1209	1.0
ssDNA113	ssDNA113	1.0
ssDNA731	ssDNA731	1.0
ssDNA39	ssDNA39	1.0
ssDNA406	ssDNA406	1.0
ssDNA443	ssDNA328	1.0
ssDNA443	ssDNA443	1.0
ssDNA438	ssDNA438	1.0
ssDNA470	ssDNA470	1.0
ssDNA767	ssDNA767	1.0
ssDNA982	ssDNA982	1.0
ssDNA1046	ssDNA1046	1.0
ssDNA1078	ssDNA1078	1.0
ssDNA1110	ssDNA1110	1.0
ssDNA617	ssDNA617	1.0
ssDNA649	ssDNA649	1.0
ssDNA667	ssDNA667	1.0
ssDNA1014	ssDNA1014	1.0
ssDNA9	ssDNA9	1.0
ssDNA490	ssDNA490	1.0
ssDNA458	ssDNA458	1.0
ssDNA421	ssDNA421	1.0
ssDNA389	ssDNA389	1.0
ssDNA357	ssDNA357	1.0
ssDNA325	ssDNA325	1.0
ssDNA293	ssDNA293	1.0
ssDNA789	ssDNA789	1.0
ssDNA757	ssDNA757	1.0
ssDNA721	ssDNA721	1.0
ssDNA712	ssDNA712	1.0
ssDNA648	ssDNA648	1.0
ssDNA616	ssDNA616	1.0
ssDNA584	ssDNA584	1.0
ssDNA552	ssDNA552	1.0
ssDNA746	ssDNA746	1.0
ssDNA1349	ssDNA1349	1.0
ssDNA502	ssDNA502	1.0
ssDNA1317	ssDNA1317	1.0
ssDNA535	ssDNA535	1.0
ssDNA567	ssDNA567	1.0
ssDNA631	ssDNA631	1.0
ssDNA41	ssDNA41	1.0
ssDNA663	ssDNA663	1.0
ssDNA614	ssDNA614	1.0
ssDNA1285	ssDNA1285	1.0
ssDNA646	ssDNA646	1.0
ssDNA678	ssDNA678	1.0
ssDNA710	ssDNA710	1.0
ssDNA1393	ssDNA1393	1.0
ssDNA73	ssDNA73	1.0
ssDNA1576	ssDNA1576	1.0
ssDNA275	ssDNA275	1.0
ssDNA307	ssDNA307	1.0
ssDNA1544	ssDNA1544	1.0
ssDNA75	ssDNA75	1.0
ssDNA43	ssDNA43	1.0
ssDNA11	ssDNA11	1.0
ssDNA1586	ssDNA1586	1.0
ssDNA1554	ssDNA1554	1.0
ssDNA734	ssDNA734	1.0
ssDNA702	ssDNA702	1.0
ssDNA371	ssDNA371	1.0
ssDNA403	ssDNA403	1.0
ssDNA507	ssDNA507	1.0
ssDNA1056	ssDNA1056	1.0
ssDNA1253	ssDNA1253	1.0
ssDNA1122	ssDNA1122	1.0
ssDNA1154	ssDNA1154	1.0
ssDNA715	ssDNA715	1.0
ssDNA783	ssDNA783	1.0
ssDNA435	ssDNA435	1.0
ssDNA751	ssDNA751	1.0
ssDNA1361	ssDNA1361	1.0
ssDNA1329	ssDNA1329	1.0
ssDNA666	ssDNA666	1.0
ssDNA663	ssDNA1097	1.0
ssDNA695	ssDNA695	1.0
ssDNA695	ssDNA694	1.0
ssDNA695	ssDNA1048	1.0
ssDNA695	ssDNA212	1.0
ssDNA695	ssDNA697	1.0
ssDNA695	ssDNA698	1.0
ssDNA695	ssDNA699	1.0
ssDNA695	ssDNA700	1.0
ssDNA763	ssDNA763	1.0
ssDNA696	ssDNA698	1.0
ssDNA696	ssDNA696	1.0
ssDNA664	ssDNA664	1.0
ssDNA1147	ssDNA1147	1.0
ssDNA343	ssDNA343	1.0
ssDNA407	ssDNA407	1.0
ssDNA439	ssDNA439	1.0
ssDNA503	ssDNA503	1.0
ssDNA826	ssDNA826	1.0
ssDNA923	ssDNA923	1.0
ssDNA955	ssDNA955	1.0
ssDNA987	ssDNA987	1.0
ssDNA568	ssDNA568	1.0
ssDNA600	ssDNA600	1.0
ssDNA632	ssDNA632	1.0
ssDNA891	ssDNA891	1.0
ssDNA599	ssDNA1101	1.0
ssDNA599	ssDNA599	1.0
ssDNA1541	ssDNA1361	1.0
ssDNA1505	ssDNA1505	1.0
ssDNA1537	ssDNA1537	1.0
ssDNA1571	ssDNA1571	1.0
ssDNA641	ssDNA641	1.0
ssDNA673	ssDNA673	1.0
ssDNA1345	ssDNA1345	1.0
ssDNA1473	ssDNA1473	1.0
ssDNA1377	ssDNA1377	1.0
ssDNA1091	ssDNA1091	1.0
ssDNA1123	ssDNA1123	1.0
ssDNA1155	ssDNA1155	1.0
ssDNA1187	ssDNA1187	1.0
ssDNA1219	ssDNA1219	1.0
ssDNA634	ssDNA634	1.0
ssDNA1409	ssDNA1409	1.0
ssDNA1441	ssDNA1441	1.0
ssDNA1541	ssDNA1541	1.0
ssDNA534	ssDNA534	1.0
ssDNA566	ssDNA566	1.0
ssDNA598	ssDNA598	1.0
ssDNA21	ssDNA21	1.0
ssDNA53	ssDNA53	1.0
ssDNA1477	ssDNA1477	1.0
ssDNA85	ssDNA85	1.0
ssDNA150	ssDNA150	1.0
ssDNA556	ssDNA556	1.0
ssDNA588	ssDNA588	1.0
ssDNA118	ssDNA118	1.0
ssDNA1083	ssDNA1083	1.0
ssDNA1608	ssDNA1608	1.0
ssDNA1415	ssDNA1415	1.0
ssDNA127	ssDNA127	1.0
ssDNA935	ssDNA935	1.0
ssDNA903	ssDNA903	1.0
ssDNA870	ssDNA870	1.0
ssDNA838	ssDNA838	1.0
ssDNA255	ssDNA255	1.0
ssDNA223	ssDNA223	1.0
ssDNA191	ssDNA191	1.0
ssDNA158	ssDNA158	1.0
ssDNA126	ssDNA126	1.0
ssDNA6	ssDNA8	1.0
ssDNA1604	ssDNA1604	1.0
ssDNA1239	ssDNA1239	1.0
ssDNA1271	ssDNA1271	1.0
ssDNA1335	ssDNA1335	1.0
ssDNA682	ssDNA682	1.0
ssDNA159	ssDNA159	1.0
ssDNA714	ssDNA714	1.0
ssDNA782	ssDNA782	1.0
ssDNA814	ssDNA814	1.0
ssDNA129	ssDNA129	1.0
ssDNA161	ssDNA161	1.0
ssDNA750	ssDNA750	1.0
ssDNA232	ssDNA232	1.0
ssDNA192	ssDNA192	1.0
ssDNA35	ssDNA35	1.0
ssDNA67	ssDNA67	1.0
ssDNA975	ssDNA975	1.0
ssDNA943	ssDNA943	1.0
ssDNA164	ssDNA164	1.0
ssDNA911	ssDNA911	1.0
ssDNA879	ssDNA879	1.0
ssDNA846	ssDNA846	1.0
ssDNA1273	ssDNA1273	1.0
ssDNA1241	ssDNA1241	1.0
ssDNA501	ssDNA501	1.0
ssDNA469	ssDNA469	1.0
ssDNA602	ssDNA602	1.0
ssDNA570	ssDNA570	1.0
ssDNA538	ssDNA538	1.0
ssDNA516	ssDNA516	1.0
ssDNA516	ssDNA515	1.0
ssDNA549	ssDNA549	1.0
ssDNA229	ssDNA229	1.0
ssDNA581	ssDNA581	1.0
ssDNA224	ssDNA224	1.0
ssDNA613	ssDNA613	1.0
ssDNA1346	ssDNA1346	1.0
ssDNA1378	ssDNA1378	1.0
ssDNA1410	ssDNA1410	1.0
ssDNA473	ssDNA473	1.0
ssDNA505	ssDNA505	1.0
ssDNA232	ssDNA203	1.0
ssDNA218	ssDNA218	1.0
ssDNA495	ssDNA495	1.0
ssDNA463	ssDNA463	1.0
ssDNA1481	ssDNA1481	1.0
ssDNA1449	ssDNA1449	1.0
ssDNA1417	ssDNA1417	1.0
ssDNA1319	ssDNA1319	1.0
ssDNA1351	ssDNA1351	1.0
ssDNA940	ssDNA940	1.0
ssDNA990	ssDNA990	1.0
ssDNA958	ssDNA958	1.0
ssDNA926	ssDNA926	1.0
ssDNA894	ssDNA894	1.0
ssDNA861	ssDNA861	1.0
ssDNA189	ssDNA189	1.0
ssDNA156	ssDNA156	1.0
ssDNA124	ssDNA124	1.0
ssDNA1383	ssDNA1383	1.0
ssDNA1	ssDNA1	1.0
ssDNA33	ssDNA33	1.0
ssDNA404	ssDNA404	1.0
ssDNA436	ssDNA436	1.0
ssDNA527	ssDNA527	1.0
ssDNA468	ssDNA468	1.0
ssDNA533	ssDNA533	1.0
ssDNA732	ssDNA732	1.0
ssDNA800	ssDNA800	1.0
ssDNA832	ssDNA832	1.0
ssDNA864	ssDNA864	1.0
ssDNA897	ssDNA897	1.0
ssDNA500	ssDNA500	1.0
ssDNA560	ssDNA560	1.0
ssDNA592	ssDNA592	1.0
ssDNA890	ssDNA890	1.0
ssDNA525	ssDNA525	1.0
ssDNA558	ssDNA558	1.0
ssDNA65	ssDNA65	1.0
ssDNA97	ssDNA97	1.0
ssDNA828	ssDNA828	1.0
ssDNA925	ssDNA925	1.0
ssDNA493	ssDNA493	1.0
ssDNA296	ssDNA296	1.0
ssDNA328	ssDNA328	1.0
ssDNA360	ssDNA360	1.0
ssDNA392	ssDNA392	1.0
ssDNA1255	ssDNA1255	1.0
ssDNA1540	ssDNA1540	1.0
ssDNA264	ssDNA264	1.0
ssDNA1499	ssDNA1499	1.0
ssDNA1287	ssDNA1287	1.0
ssDNA922	ssDNA922	1.0
ssDNA285	ssDNA285	1.0
ssDNA317	ssDNA317	1.0
ssDNA349	ssDNA349	1.0
ssDNA1406	ssDNA1406	1.0
ssDNA429	ssDNA429	1.0
ssDNA1438	ssDNA1438	1.0
ssDNA1502	ssDNA1502	1.0
ssDNA1534	ssDNA1534	1.0
ssDNA1305	ssDNA1305	1.0
ssDNA1337	ssDNA1337	1.0
ssDNA1435	ssDNA1435	1.0
ssDNA1467	ssDNA1467	1.0
ssDNA1470	ssDNA1470	1.0
ssDNA1609	ssDNA1609	1.0
ssDNA56	ssDNA56	1.0
ssDNA1166	ssDNA1166	1.0
ssDNA1134	ssDNA1134	1.0
ssDNA530	ssDNA530	1.0
ssDNA497	ssDNA497	1.0
ssDNA465	ssDNA465	1.0
ssDNA433	ssDNA433	1.0
ssDNA401	ssDNA401	1.0
ssDNA69	ssDNA69	1.0
ssDNA37	ssDNA37	1.0
ssDNA948	ssDNA948	1.0
ssDNA916	ssDNA916	1.0
ssDNA819	ssDNA819	1.0
ssDNA787	ssDNA787	1.0
ssDNA719	ssDNA719	1.0
ssDNA968	ssDNA968	1.0
ssDNA936	ssDNA936	1.0
ssDNA904	ssDNA904	1.0
ssDNA1474	ssDNA1474	1.0
ssDNA1442	ssDNA1442	1.0
ssDNA788	ssDNA788	1.0
ssDNA820	ssDNA820	1.0
ssDNA820	ssDNA821	1.0
ssDNA820	ssDNA819	1.0
ssDNA918	ssDNA918	1.0
ssDNA950	ssDNA950	1.0
ssDNA1132	ssDNA1132	1.0
ssDNA1164	ssDNA1164	1.0
ssDNA1196	ssDNA1196	1.0
ssDNA1603	ssDNA1603	1.0
ssDNA592	ssDNA588	1.0
ssDNA592	ssDNA591	1.0
ssDNA624	ssDNA624	1.0
ssDNA186	ssDNA186	1.0
ssDNA153	ssDNA153	1.0
ssDNA656	ssDNA656	1.0
ssDNA688	ssDNA688	1.0
ssDNA688	ssDNA687	1.0
ssDNA688	ssDNA686	1.0
ssDNA688	ssDNA80	1.0
ssDNA688	ssDNA685	1.0
ssDNA688	ssDNA1059	1.0
ssDNA688	ssDNA689	1.0
ssDNA1280	ssDNA1280	1.0
ssDNA688	ssDNA690	1.0
ssDNA688	ssDNA692	1.0
ssDNA720	ssDNA720	1.0
ssDNA756	ssDNA756	1.0
ssDNA121	ssDNA121	1.0
ssDNA1069	ssDNA1069	1.0
ssDNA1037	ssDNA1037	1.0
ssDNA1005	ssDNA1005	1.0
ssDNA1411	ssDNA1411	1.0
ssDNA125	ssDNA125	1.0
ssDNA92	ssDNA92	1.0
ssDNA60	ssDNA60	1.0
ssDNA28	ssDNA28	1.0
ssDNA1248	ssDNA1248	1.0
ssDNA1216	ssDNA1216	1.0
ssDNA1206	ssDNA1200	1.0
ssDNA1206	ssDNA285	1.0
ssDNA1206	ssDNA1198	1.0
ssDNA852	ssDNA852	1.0
ssDNA1503	ssDNA1503	1.0
ssDNA1471	ssDNA1471	1.0
ssDNA823	ssDNA823	1.0
ssDNA1333	ssDNA1333	1.0
ssDNA1269	ssDNA1269	1.0
ssDNA1237	ssDNA1237	1.0
ssDNA1205	ssDNA1205	1.0
ssDNA1141	ssDNA1141	1.0
ssDNA1206	ssDNA1199	1.0
ssDNA380	ssDNA380	1.0
ssDNA316	ssDNA316	1.0
ssDNA1006	ssDNA1006	1.0
ssDNA974	ssDNA974	1.0
ssDNA47	ssDNA47	1.0
ssDNA15	ssDNA15	1.0
ssDNA1590	ssDNA1590	1.0
ssDNA1558	ssDNA1558	1.0
ssDNA1052	ssDNA1052	1.0
ssDNA1020	ssDNA1020	1.0
ssDNA988	ssDNA988	1.0
ssDNA348	ssDNA348	1.0
ssDNA1206	ssDNA1203	1.0
ssDNA1206	ssDNA1201	1.0
ssDNA1078	ssDNA1260	1.0
ssDNA1078	ssDNA1261	1.0
ssDNA1078	ssDNA233	1.0
ssDNA1078	ssDNA1077	1.0
ssDNA1078	ssDNA1083	1.0
ssDNA1078	ssDNA1080	1.0
ssDNA1152	ssDNA1152	1.0
ssDNA1206	ssDNA1202	1.0
ssDNA1593	ssDNA1593	1.0
ssDNA1561	ssDNA1561	1.0
ssDNA300	ssDNA300	1.0
ssDNA268	ssDNA268	1.0
ssDNA211	ssDNA211	1.0
ssDNA178	ssDNA178	1.0
ssDNA146	ssDNA146	1.0
ssDNA81	ssDNA81	1.0
ssDNA49	ssDNA49	1.0
ssDNA1535	ssDNA1535	1.0
ssDNA1142	ssDNA1142	1.0
ssDNA1206	ssDNA1206	1.0
ssDNA1206	ssDNA1204	1.0
ssDNA1206	ssDNA1205	1.0
ssDNA18	ssDNA18	1.0
ssDNA810	ssDNA810	1.0
ssDNA1163	ssDNA1163	1.0
ssDNA848	ssDNA848	1.0
ssDNA816	ssDNA816	1.0
ssDNA784	ssDNA784	1.0
ssDNA431	ssDNA431	1.0
ssDNA474	ssDNA474	1.0
ssDNA474	ssDNA880	1.0
ssDNA399	ssDNA399	1.0
ssDNA367	ssDNA367	1.0
ssDNA1042	ssDNA1042	1.0
ssDNA1010	ssDNA1010	1.0
ssDNA506	ssDNA506	1.0
ssDNA957	ssDNA182	1.0
ssDNA957	ssDNA954	1.0
ssDNA1021	ssDNA1021	1.0
ssDNA48	ssDNA48	1.0
ssDNA16	ssDNA16	1.0
ssDNA1053	ssDNA1051	1.0
ssDNA1591	ssDNA1591	1.0
ssDNA442	ssDNA319	1.0
ssDNA442	ssDNA442	1.0
ssDNA972	ssDNA972	1.0
ssDNA1182	ssDNA1182	1.0
ssDNA282	ssDNA282	1.0
ssDNA282	ssDNA1192	1.0
ssDNA314	ssDNA314	1.0
ssDNA989	ssDNA989	1.0
ssDNA857	ssDNA857	1.0
ssDNA825	ssDNA825	1.0
ssDNA793	ssDNA793	1.0
ssDNA378	ssDNA378	1.0
ssDNA410	ssDNA410	1.0
ssDNA725	ssDNA725	1.0
ssDNA1559	ssDNA1559	1.0
ssDNA822	ssDNA822	1.0
ssDNA1584	ssDNA1584	1.0
ssDNA1565	ssDNA1565	1.0
ssDNA1525	ssDNA1525	1.0
ssDNA1493	ssDNA1493	1.0
ssDNA1429	ssDNA1429	1.0
ssDNA1397	ssDNA1397	1.0
ssDNA372	ssDNA372	1.0
ssDNA340	ssDNA340	1.0
ssDNA308	ssDNA308	1.0
ssDNA973	ssDNA973	1.0
ssDNA941	ssDNA941	1.0
ssDNA913	ssDNA913	1.0
ssDNA854	ssDNA854	1.0
ssDNA1531	ssDNA1531	1.0
ssDNA1117	ssDNA246	1.0
ssDNA546	ssDNA546	1.0
ssDNA998	ssDNA998	1.0
ssDNA1156	ssDNA1156	1.0
ssDNA1124	ssDNA1124	1.0
ssDNA1092	ssDNA1092	1.0
ssDNA1060	ssDNA1060	1.0
ssDNA996	ssDNA996	1.0
ssDNA427	ssDNA427	1.0
ssDNA395	ssDNA395	1.0
ssDNA363	ssDNA363	1.0
ssDNA1313	ssDNA1313	1.0
ssDNA1281	ssDNA1281	1.0
ssDNA5	ssDNA5	1.0
ssDNA1221	ssDNA1221	1.0
ssDNA1580	ssDNA1580	1.0
ssDNA1484	ssDNA1484	1.0
ssDNA1452	ssDNA1452	1.0
ssDNA579	ssDNA579	1.0
ssDNA547	ssDNA547	1.0
ssDNA514	ssDNA514	1.0
ssDNA605	ssDNA605	1.0
ssDNA573	ssDNA573	1.0
ssDNA907	ssDNA907	1.0
ssDNA971	ssDNA971	1.0
ssDNA1035	ssDNA1035	1.0
ssDNA1099	ssDNA1099	1.0
ssDNA1131	ssDNA1131	1.0
ssDNA1189	ssDNA1189	1.0
ssDNA1157	ssDNA1072	1.0
ssDNA1574	ssDNA1574	1.0
ssDNA1574	ssDNA1572	1.0
ssDNA1574	ssDNA1402	1.0
ssDNA1574	ssDNA1514	1.0
ssDNA1574	ssDNA1576	1.0
ssDNA1574	ssDNA1511	1.0
ssDNA1574	ssDNA1510	1.0
ssDNA63	ssDNA658	1.0
ssDNA63	ssDNA1105	1.0
ssDNA1157	ssDNA1158	1.0
ssDNA95	ssDNA36	1.0
ssDNA160	ssDNA160	1.0
ssDNA193	ssDNA193	1.0
ssDNA965	ssDNA965	1.0
ssDNA965	ssDNA186	1.0
ssDNA1029	ssDNA1029	1.0
ssDNA1029	ssDNA1022	1.0
ssDNA1029	ssDNA1023	1.0
ssDNA1029	ssDNA1028	1.0
ssDNA1029	ssDNA1027	1.0
ssDNA1029	ssDNA652	1.0
ssDNA1029	ssDNA1026	1.0
ssDNA1157	ssDNA1157	1.0
ssDNA578	ssDNA578	1.0
ssDNA778	ssDNA778	1.0
ssDNA1542	ssDNA1542	1.0
ssDNA1328	ssDNA1328	1.0
ssDNA418	ssDNA418	1.0
ssDNA386	ssDNA386	1.0
ssDNA354	ssDNA354	1.0
ssDNA322	ssDNA322	1.0
ssDNA290	ssDNA290	1.0
ssDNA74	ssDNA74	1.0
ssDNA42	ssDNA42	1.0
ssDNA10	ssDNA10	1.0
ssDNA1260	ssDNA1260	1.0
ssDNA1228	ssDNA1228	1.0
ssDNA334	ssDNA334	1.0
ssDNA302	ssDNA302	1.0
ssDNA270	ssDNA270	1.0
ssDNA238	ssDNA238	1.0
ssDNA206	ssDNA206	1.0
