cluster_index	protein_index	cluster_number	cluster_member
Cluster_249	new_DNA_2710	2	new_DNA_2205,new_DNA_2710
Cluster_250	new_DNA_2269	1	new_DNA_2269
Cluster_251	new_DNA_2301	1	new_DNA_2301
Cluster_252	new_DNA_2333	2	new_DNA_2333,new_DNA_2331
Cluster_252	new_DNA_2331	2	new_DNA_2333,new_DNA_2331
Cluster_253	new_DNA_2365	1	new_DNA_2365
Cluster_254	new_DNA_2397	1	new_DNA_2397
Cluster_255	new_DNA_2429	1	new_DNA_2429
Cluster_256	new_DNA_2461	1	new_DNA_2461
Cluster_257	new_DNA_2493	1	new_DNA_2493
Cluster_258	new_DNA_2525	1	new_DNA_2525
Cluster_259	new_DNA_2557	1	new_DNA_2557
Cluster_260	new_DNA_2589	1	new_DNA_2589
Cluster_261	new_DNA_2621	1	new_DNA_2621
Cluster_262	new_DNA_2654	1	new_DNA_2654
Cluster_263	new_DNA_2686	1	new_DNA_2686
Cluster_264	new_DNA_2718	1	new_DNA_2718
Cluster_265	new_DNA_2750	1	new_DNA_2750
Cluster_266	new_DNA_2582	1	new_DNA_2582
Cluster_267	new_DNA_2614	1	new_DNA_2614
Cluster_268	new_DNA_2647	1	new_DNA_2647
Cluster_269	new_DNA_2711	1	new_DNA_2711
Cluster_270	new_DNA_2743	1	new_DNA_2743
Cluster_271	new_DNA_2775	1	new_DNA_2775
Cluster_272	new_DNA_2839	1	new_DNA_2839
Cluster_273	new_DNA_2871	1	new_DNA_2871
Cluster_274	new_DNA_2903	1	new_DNA_2903
Cluster_275	new_DNA_2935	1	new_DNA_2935
Cluster_276	new_DNA_2999	1	new_DNA_2999
Cluster_277	new_DNA_3031	1	new_DNA_3031
Cluster_278	new_DNA_3093	2	new_DNA_3093,new_DNA_2577
Cluster_278	new_DNA_2577	2	new_DNA_3093,new_DNA_2577
Cluster_279	new_DNA_3125	1	new_DNA_3125
Cluster_280	new_DNA_3157	2	new_DNA_3157,new_DNA_3156
Cluster_280	new_DNA_3156	2	new_DNA_3157,new_DNA_3156
Cluster_281	new_DNA_3189	1	new_DNA_3189
Cluster_282	new_DNA_3220	1	new_DNA_3220
Cluster_283	new_DNA_3284	1	new_DNA_3284
Cluster_284	new_DNA_3316	1	new_DNA_3316
Cluster_285	new_DNA_3379	1	new_DNA_3379
Cluster_286	new_DNA_1783	1	new_DNA_1783
Cluster_287	new_DNA_1815	1	new_DNA_1815
Cluster_288	new_DNA_1847	1	new_DNA_1847
Cluster_289	new_DNA_1879	1	new_DNA_1879
Cluster_290	new_DNA_1911	1	new_DNA_1911
Cluster_291	new_DNA_1943	1	new_DNA_1943
Cluster_292	new_DNA_1975	1	new_DNA_1975
Cluster_293	new_DNA_2039	8	new_DNA_2039,new_DNA_3052,new_DNA_3053,new_DNA_3054,new_DNA_3055,new_DNA_3056,new_DNA_3050,new_DNA_3051
Cluster_293	new_DNA_3052	8	new_DNA_2039,new_DNA_3052,new_DNA_3053,new_DNA_3054,new_DNA_3055,new_DNA_3056,new_DNA_3050,new_DNA_3051
Cluster_293	new_DNA_3053	8	new_DNA_2039,new_DNA_3052,new_DNA_3053,new_DNA_3054,new_DNA_3055,new_DNA_3056,new_DNA_3050,new_DNA_3051
Cluster_293	new_DNA_3054	8	new_DNA_2039,new_DNA_3052,new_DNA_3053,new_DNA_3054,new_DNA_3055,new_DNA_3056,new_DNA_3050,new_DNA_3051
Cluster_293	new_DNA_3055	8	new_DNA_2039,new_DNA_3052,new_DNA_3053,new_DNA_3054,new_DNA_3055,new_DNA_3056,new_DNA_3050,new_DNA_3051
Cluster_293	new_DNA_3056	8	new_DNA_2039,new_DNA_3052,new_DNA_3053,new_DNA_3054,new_DNA_3055,new_DNA_3056,new_DNA_3050,new_DNA_3051
Cluster_293	new_DNA_3050	8	new_DNA_2039,new_DNA_3052,new_DNA_3053,new_DNA_3054,new_DNA_3055,new_DNA_3056,new_DNA_3050,new_DNA_3051
Cluster_293	new_DNA_3051	8	new_DNA_2039,new_DNA_3052,new_DNA_3053,new_DNA_3054,new_DNA_3055,new_DNA_3056,new_DNA_3050,new_DNA_3051
Cluster_294	new_DNA_2071	1	new_DNA_2071
Cluster_295	new_DNA_2167	1	new_DNA_2167
Cluster_296	new_DNA_2263	2	new_DNA_2263,new_DNA_2030
Cluster_296	new_DNA_2030	2	new_DNA_2263,new_DNA_2030
Cluster_297	new_DNA_2295	1	new_DNA_2295
Cluster_298	new_DNA_2327	1	new_DNA_2327
Cluster_299	new_DNA_2359	1	new_DNA_2359
Cluster_300	new_DNA_2391	2	new_DNA_2391,new_DNA_2393
Cluster_300	new_DNA_2393	2	new_DNA_2391,new_DNA_2393
Cluster_301	new_DNA_2423	1	new_DNA_2423
Cluster_302	new_DNA_2455	1	new_DNA_2455
Cluster_303	new_DNA_2487	1	new_DNA_2487
Cluster_304	new_DNA_2519	1	new_DNA_2519
Cluster_305	new_DNA_2583	1	new_DNA_2583
Cluster_306	new_DNA_2615	1	new_DNA_2615
Cluster_307	new_DNA_2648	1	new_DNA_2648
Cluster_308	new_DNA_2712	2	new_DNA_2712,new_DNA_2248
Cluster_308	new_DNA_2248	2	new_DNA_2712,new_DNA_2248
Cluster_309	new_DNA_2744	1	new_DNA_2744
Cluster_310	new_DNA_2776	1	new_DNA_2776
Cluster_311	new_DNA_2872	1	new_DNA_2872
Cluster_312	new_DNA_2904	1	new_DNA_2904
Cluster_313	new_DNA_2936	1	new_DNA_2936
Cluster_314	new_DNA_2968	4	new_DNA_2968,new_DNA_2967,new_DNA_2969,new_DNA_2970
Cluster_314	new_DNA_2967	4	new_DNA_2968,new_DNA_2967,new_DNA_2969,new_DNA_2970
Cluster_314	new_DNA_2969	4	new_DNA_2968,new_DNA_2967,new_DNA_2969,new_DNA_2970
Cluster_314	new_DNA_2970	4	new_DNA_2968,new_DNA_2967,new_DNA_2969,new_DNA_2970
Cluster_315	new_DNA_3000	2	new_DNA_3000,new_DNA_3021
Cluster_315	new_DNA_3021	2	new_DNA_3000,new_DNA_3021
Cluster_316	new_DNA_3063	1	new_DNA_3063
Cluster_317	new_DNA_3126	1	new_DNA_3126
Cluster_318	new_DNA_3158	1	new_DNA_3158
Cluster_319	new_DNA_3190	1	new_DNA_3190
Cluster_320	new_DNA_3221	1	new_DNA_3221
Cluster_321	new_DNA_3285	3	new_DNA_3285,new_DNA_3153,new_DNA_3154
Cluster_321	new_DNA_3153	3	new_DNA_3285,new_DNA_3153,new_DNA_3154
Cluster_321	new_DNA_3154	3	new_DNA_3285,new_DNA_3153,new_DNA_3154
Cluster_322	new_DNA_3317	1	new_DNA_3317
Cluster_323	new_DNA_3349	2	new_DNA_3349,new_DNA_3344
Cluster_323	new_DNA_3344	2	new_DNA_3349,new_DNA_3344
Cluster_324	new_DNA_3380	1	new_DNA_3380
Cluster_325	new_DNA_3412	1	new_DNA_3412
Cluster_326	new_DNA_1784	4	new_DNA_1784,new_DNA_1785,new_DNA_1786,new_DNA_1787
Cluster_326	new_DNA_1785	4	new_DNA_1784,new_DNA_1785,new_DNA_1786,new_DNA_1787
Cluster_326	new_DNA_1786	4	new_DNA_1784,new_DNA_1785,new_DNA_1786,new_DNA_1787
Cluster_326	new_DNA_1787	4	new_DNA_1784,new_DNA_1785,new_DNA_1786,new_DNA_1787
Cluster_327	new_DNA_1816	1	new_DNA_1816
Cluster_328	new_DNA_1848	1	new_DNA_1848
Cluster_329	new_DNA_1880	1	new_DNA_1880
Cluster_330	new_DNA_1912	1	new_DNA_1912
Cluster_331	new_DNA_1944	1	new_DNA_1944
Cluster_332	new_DNA_1976	1	new_DNA_1976
Cluster_333	new_DNA_2008	1	new_DNA_2008
Cluster_334	new_DNA_2040	1	new_DNA_2040
Cluster_335	new_DNA_2072	1	new_DNA_2072
Cluster_336	new_DNA_2017	3	new_DNA_2017,new_DNA_3358,new_DNA_2186
Cluster_336	new_DNA_3358	3	new_DNA_2017,new_DNA_3358,new_DNA_2186
Cluster_336	new_DNA_2186	3	new_DNA_2017,new_DNA_3358,new_DNA_2186
Cluster_337	new_DNA_2049	1	new_DNA_2049
Cluster_338	new_DNA_2081	1	new_DNA_2081
Cluster_339	new_DNA_2209	1	new_DNA_2209
Cluster_340	new_DNA_2241	1	new_DNA_2241
Cluster_341	new_DNA_2273	1	new_DNA_2273
Cluster_342	new_DNA_2337	1	new_DNA_2337
Cluster_343	new_DNA_2369	1	new_DNA_2369
Cluster_344	new_DNA_2401	1	new_DNA_2401
Cluster_345	new_DNA_2433	1	new_DNA_2433
Cluster_346	new_DNA_2465	1	new_DNA_2465
Cluster_347	new_DNA_2529	1	new_DNA_2529
Cluster_348	new_DNA_2561	2	new_DNA_2561,new_DNA_2560
Cluster_348	new_DNA_2560	2	new_DNA_2561,new_DNA_2560
Cluster_349	new_DNA_2690	1	new_DNA_2690
Cluster_350	new_DNA_2722	1	new_DNA_2722
Cluster_351	new_DNA_2818	4	new_DNA_2818,new_DNA_2822,new_DNA_2823,new_DNA_2824
Cluster_351	new_DNA_2822	4	new_DNA_2818,new_DNA_2822,new_DNA_2823,new_DNA_2824
Cluster_351	new_DNA_2823	4	new_DNA_2818,new_DNA_2822,new_DNA_2823,new_DNA_2824
Cluster_351	new_DNA_2824	4	new_DNA_2818,new_DNA_2822,new_DNA_2823,new_DNA_2824
Cluster_352	new_DNA_2850	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2849	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2851	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2852	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2853	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2854	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2855	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2856	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2857	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_352	new_DNA_2858	10	new_DNA_2850,new_DNA_2849,new_DNA_2851,new_DNA_2852,new_DNA_2853,new_DNA_2854,new_DNA_2855,new_DNA_2856,new_DNA_2857,new_DNA_2858
Cluster_353	new_DNA_2914	1	new_DNA_2914
Cluster_354	new_DNA_2946	2	new_DNA_2946,new_DNA_2926
Cluster_354	new_DNA_2926	2	new_DNA_2946,new_DNA_2926
Cluster_355	new_DNA_3010	1	new_DNA_3010
Cluster_356	new_DNA_3073	3	new_DNA_3073,new_DNA_2240,new_DNA_2616
Cluster_356	new_DNA_2240	3	new_DNA_3073,new_DNA_2240,new_DNA_2616
Cluster_356	new_DNA_2616	3	new_DNA_3073,new_DNA_2240,new_DNA_2616
Cluster_357	new_DNA_3136	1	new_DNA_3136
Cluster_358	new_DNA_3168	1	new_DNA_3168
Cluster_359	new_DNA_3200	4	new_DNA_3200,new_DNA_3198,new_DNA_3199,new_DNA_3048
Cluster_359	new_DNA_3198	4	new_DNA_3200,new_DNA_3198,new_DNA_3199,new_DNA_3048
Cluster_359	new_DNA_3199	4	new_DNA_3200,new_DNA_3198,new_DNA_3199,new_DNA_3048
Cluster_359	new_DNA_3048	4	new_DNA_3200,new_DNA_3198,new_DNA_3199,new_DNA_3048
Cluster_360	new_DNA_3231	1	new_DNA_3231
Cluster_361	new_DNA_3295	1	new_DNA_3295
Cluster_362	new_DNA_3327	1	new_DNA_3327
Cluster_363	new_DNA_3359	1	new_DNA_3359
Cluster_364	new_DNA_3390	1	new_DNA_3390
Cluster_365	new_DNA_1634	1	new_DNA_1634
Cluster_366	new_DNA_1698	1	new_DNA_1698
Cluster_367	new_DNA_1730	1	new_DNA_1730
Cluster_368	new_DNA_1794	1	new_DNA_1794
Cluster_369	new_DNA_1826	1	new_DNA_1826
Cluster_370	new_DNA_1858	1	new_DNA_1858
Cluster_371	new_DNA_1890	1	new_DNA_1890
Cluster_372	new_DNA_1954	2	new_DNA_1954,new_DNA_2282
Cluster_372	new_DNA_2282	2	new_DNA_1954,new_DNA_2282
Cluster_373	new_DNA_1986	1	new_DNA_1986
Cluster_374	new_DNA_2018	1	new_DNA_2018
Cluster_375	new_DNA_2050	1	new_DNA_2050
Cluster_376	new_DNA_2082	1	new_DNA_2082
Cluster_377	new_DNA_2178	1	new_DNA_2178
Cluster_378	new_DNA_2242	1	new_DNA_2242
Cluster_379	new_DNA_2274	1	new_DNA_2274
Cluster_380	new_DNA_2306	1	new_DNA_2306
Cluster_381	new_DNA_2338	2	new_DNA_2338,new_DNA_2358
Cluster_381	new_DNA_2358	2	new_DNA_2338,new_DNA_2358
Cluster_382	new_DNA_2370	1	new_DNA_2370
Cluster_383	new_DNA_2402	1	new_DNA_2402
Cluster_384	new_DNA_2434	1	new_DNA_2434
Cluster_385	new_DNA_2498	1	new_DNA_2498
Cluster_386	new_DNA_2530	1	new_DNA_2530
Cluster_387	new_DNA_2562	2	new_DNA_2562,new_DNA_2271
Cluster_387	new_DNA_2271	2	new_DNA_2562,new_DNA_2271
Cluster_388	new_DNA_2594	2	new_DNA_2594,new_DNA_2593
Cluster_388	new_DNA_2593	2	new_DNA_2594,new_DNA_2593
Cluster_389	new_DNA_2626	1	new_DNA_2626
Cluster_390	new_DNA_2659	2	new_DNA_2659,new_DNA_2658
Cluster_390	new_DNA_2658	2	new_DNA_2659,new_DNA_2658
Cluster_391	new_DNA_2691	1	new_DNA_2691
Cluster_392	new_DNA_2723	1	new_DNA_2723
Cluster_393	new_DNA_2819	2	new_DNA_2819,new_DNA_2842
Cluster_393	new_DNA_2842	2	new_DNA_2819,new_DNA_2842
Cluster_394	new_DNA_2883	2	new_DNA_2883,new_DNA_2882
Cluster_394	new_DNA_2882	2	new_DNA_2883,new_DNA_2882
Cluster_395	new_DNA_2915	1	new_DNA_2915
Cluster_396	new_DNA_2947	1	new_DNA_2947
Cluster_397	new_DNA_2979	2	new_DNA_2979,new_DNA_2978
Cluster_397	new_DNA_2978	2	new_DNA_2979,new_DNA_2978
Cluster_398	new_DNA_3011	1	new_DNA_3011
Cluster_399	new_DNA_3043	1	new_DNA_3043
Cluster_400	new_DNA_3137	1	new_DNA_3137
Cluster_401	new_DNA_3169	1	new_DNA_3169
Cluster_402	new_DNA_3201	1	new_DNA_3201
Cluster_403	new_DNA_3232	1	new_DNA_3232
Cluster_404	new_DNA_3264	1	new_DNA_3264
Cluster_405	new_DNA_3296	1	new_DNA_3296
Cluster_406	new_DNA_3328	1	new_DNA_3328
Cluster_407	new_DNA_3360	1	new_DNA_3360
Cluster_408	new_DNA_3391	1	new_DNA_3391
Cluster_409	new_DNA_1635	1	new_DNA_1635
Cluster_410	new_DNA_1699	1	new_DNA_1699
Cluster_411	new_DNA_1731	1	new_DNA_1731
Cluster_412	new_DNA_1795	1	new_DNA_1795
Cluster_413	new_DNA_1827	1	new_DNA_1827
Cluster_414	new_DNA_1859	1	new_DNA_1859
Cluster_415	new_DNA_1891	2	new_DNA_1891,new_DNA_1893
Cluster_415	new_DNA_1893	2	new_DNA_1891,new_DNA_1893
Cluster_416	new_DNA_1955	1	new_DNA_1955
Cluster_417	new_DNA_1987	2	new_DNA_1987,new_DNA_2125
Cluster_417	new_DNA_2125	2	new_DNA_1987,new_DNA_2125
Cluster_418	new_DNA_2019	1	new_DNA_2019
Cluster_419	new_DNA_2051	1	new_DNA_2051
Cluster_420	new_DNA_2083	1	new_DNA_2083
Cluster_421	new_DNA_2115	2	new_DNA_2115,new_DNA_2078
Cluster_421	new_DNA_2078	2	new_DNA_2115,new_DNA_2078
Cluster_422	new_DNA_2147	2	new_DNA_2147,new_DNA_2170
Cluster_422	new_DNA_2170	2	new_DNA_2147,new_DNA_2170
Cluster_423	new_DNA_2179	1	new_DNA_2179
Cluster_424	new_DNA_2243	1	new_DNA_2243
Cluster_425	new_DNA_2275	1	new_DNA_2275
Cluster_426	new_DNA_2307	2	new_DNA_2307,new_DNA_2305
Cluster_426	new_DNA_2305	2	new_DNA_2307,new_DNA_2305
Cluster_427	new_DNA_2371	1	new_DNA_2371
Cluster_428	new_DNA_2403	4	new_DNA_2403,new_DNA_2404,new_DNA_2405,new_DNA_2169
Cluster_428	new_DNA_2404	4	new_DNA_2403,new_DNA_2404,new_DNA_2405,new_DNA_2169
Cluster_428	new_DNA_2405	4	new_DNA_2403,new_DNA_2404,new_DNA_2405,new_DNA_2169
Cluster_428	new_DNA_2169	4	new_DNA_2403,new_DNA_2404,new_DNA_2405,new_DNA_2169
Cluster_429	new_DNA_2435	1	new_DNA_2435
Cluster_430	new_DNA_2467	1	new_DNA_2467
Cluster_431	new_DNA_2563	1	new_DNA_2563
Cluster_432	new_DNA_2595	1	new_DNA_2595
Cluster_433	new_DNA_2660	1	new_DNA_2660
Cluster_434	new_DNA_2692	1	new_DNA_2692
Cluster_435	new_DNA_2724	1	new_DNA_2724
Cluster_436	new_DNA_2884	1	new_DNA_2884
Cluster_437	new_DNA_2916	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2917	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2085	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2918	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2086	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2919	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2087	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2920	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2088	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2921	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2089	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2922	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2923	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2929	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2927	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2928	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2097	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_437	new_DNA_2098	18	new_DNA_2916,new_DNA_2917,new_DNA_2085,new_DNA_2918,new_DNA_2086,new_DNA_2919,new_DNA_2087,new_DNA_2920,new_DNA_2088,new_DNA_2921,new_DNA_2089,new_DNA_2922,new_DNA_2923,new_DNA_2929,new_DNA_2927,new_DNA_2928,new_DNA_2097,new_DNA_2098
Cluster_438	new_DNA_2980	1	new_DNA_2980
Cluster_439	new_DNA_3044	1	new_DNA_3044
Cluster_440	new_DNA_3106	1	new_DNA_3106
Cluster_441	new_DNA_3138	1	new_DNA_3138
Cluster_442	new_DNA_3170	1	new_DNA_3170
Cluster_443	new_DNA_3202	1	new_DNA_3202
Cluster_444	new_DNA_3233	1	new_DNA_3233
Cluster_445	new_DNA_3265	1	new_DNA_3265
Cluster_446	new_DNA_3297	2	new_DNA_3297,new_DNA_2035
Cluster_446	new_DNA_2035	2	new_DNA_3297,new_DNA_2035
Cluster_447	new_DNA_3361	2	new_DNA_3361,new_DNA_2625
Cluster_447	new_DNA_2625	2	new_DNA_3361,new_DNA_2625
Cluster_448	new_DNA_1636	1	new_DNA_1636
Cluster_449	new_DNA_1700	1	new_DNA_1700
Cluster_450	new_DNA_1732	1	new_DNA_1732
Cluster_451	new_DNA_1796	1	new_DNA_1796
Cluster_452	new_DNA_1828	1	new_DNA_1828
Cluster_453	new_DNA_1860	1	new_DNA_1860
Cluster_454	new_DNA_1892	1	new_DNA_1892
Cluster_455	new_DNA_1956	1	new_DNA_1956
Cluster_456	new_DNA_2020	1	new_DNA_2020
Cluster_457	new_DNA_2052	1	new_DNA_2052
Cluster_458	new_DNA_2084	1	new_DNA_2084
Cluster_459	new_DNA_2116	1	new_DNA_2116
Cluster_460	new_DNA_2148	1	new_DNA_2148
Cluster_461	new_DNA_2180	1	new_DNA_2180
Cluster_462	new_DNA_2244	1	new_DNA_2244
Cluster_463	new_DNA_2276	1	new_DNA_2276
Cluster_464	new_DNA_2340	2	new_DNA_2340,new_DNA_2339
Cluster_464	new_DNA_2339	2	new_DNA_2340,new_DNA_2339
Cluster_465	new_DNA_2372	8	new_DNA_2372,new_DNA_2352,new_DNA_2329,new_DNA_2145,new_DNA_1957,new_DNA_2353,new_DNA_2130,new_DNA_2129
Cluster_465	new_DNA_2352	8	new_DNA_2372,new_DNA_2352,new_DNA_2329,new_DNA_2145,new_DNA_1957,new_DNA_2353,new_DNA_2130,new_DNA_2129
Cluster_465	new_DNA_2329	8	new_DNA_2372,new_DNA_2352,new_DNA_2329,new_DNA_2145,new_DNA_1957,new_DNA_2353,new_DNA_2130,new_DNA_2129
Cluster_465	new_DNA_2145	8	new_DNA_2372,new_DNA_2352,new_DNA_2329,new_DNA_2145,new_DNA_1957,new_DNA_2353,new_DNA_2130,new_DNA_2129
Cluster_465	new_DNA_1957	8	new_DNA_2372,new_DNA_2352,new_DNA_2329,new_DNA_2145,new_DNA_1957,new_DNA_2353,new_DNA_2130,new_DNA_2129
Cluster_465	new_DNA_2353	8	new_DNA_2372,new_DNA_2352,new_DNA_2329,new_DNA_2145,new_DNA_1957,new_DNA_2353,new_DNA_2130,new_DNA_2129
Cluster_465	new_DNA_2130	8	new_DNA_2372,new_DNA_2352,new_DNA_2329,new_DNA_2145,new_DNA_1957,new_DNA_2353,new_DNA_2130,new_DNA_2129
Cluster_465	new_DNA_2129	8	new_DNA_2372,new_DNA_2352,new_DNA_2329,new_DNA_2145,new_DNA_1957,new_DNA_2353,new_DNA_2130,new_DNA_2129
