cluster_index	protein_index	cluster_number	cluster_member
Cluster_466	ssRNA882	11	ssRNA322,ssRNA289,ssRNA899,ssRNA874,ssRNA878,ssRNA880,ssRNA882,ssRNA885,ssRNA886,ssRNA888,ssRNA890
Cluster_466	ssRNA885	11	ssRNA322,ssRNA289,ssRNA899,ssRNA874,ssRNA878,ssRNA880,ssRNA882,ssRNA885,ssRNA886,ssRNA888,ssRNA890
Cluster_466	ssRNA886	11	ssRNA322,ssRNA289,ssRNA899,ssRNA874,ssRNA878,ssRNA880,ssRNA882,ssRNA885,ssRNA886,ssRNA888,ssRNA890
Cluster_466	ssRNA888	11	ssRNA322,ssRNA289,ssRNA899,ssRNA874,ssRNA878,ssRNA880,ssRNA882,ssRNA885,ssRNA886,ssRNA888,ssRNA890
Cluster_466	ssRNA890	11	ssRNA322,ssRNA289,ssRNA899,ssRNA874,ssRNA878,ssRNA880,ssRNA882,ssRNA885,ssRNA886,ssRNA888,ssRNA890
Cluster_467	ssRNA354	1	ssRNA354
Cluster_468	ssRNA386	1	ssRNA386
Cluster_469	ssRNA418	1	ssRNA418
Cluster_470	ssRNA450	1	ssRNA450
Cluster_471	ssRNA482	1	ssRNA482
Cluster_472	ssRNA514	1	ssRNA514
Cluster_473	ssRNA546	1	ssRNA546
Cluster_474	ssRNA578	1	ssRNA578
Cluster_475	ssRNA610	1	ssRNA610
Cluster_476	ssRNA642	1	ssRNA642
Cluster_477	ssRNA675	1	ssRNA675
Cluster_478	ssRNA707	1	ssRNA707
Cluster_479	ssRNA740	1	ssRNA740
Cluster_480	ssRNA772	1	ssRNA772
Cluster_481	ssRNA804	1	ssRNA804
Cluster_482	ssRNA835	1	ssRNA835
Cluster_483	ssRNA867	1	ssRNA867
Cluster_484	ssRNA1	1	ssRNA1
Cluster_485	ssRNA34	1	ssRNA34
Cluster_486	ssRNA130	1	ssRNA130
Cluster_487	ssRNA162	1	ssRNA162
Cluster_488	ssRNA194	1	ssRNA194
Cluster_489	ssRNA226	1	ssRNA226
Cluster_490	ssRNA290	1	ssRNA290
Cluster_491	ssRNA355	1	ssRNA355
Cluster_492	ssRNA387	1	ssRNA387
Cluster_493	ssRNA419	1	ssRNA419
Cluster_494	ssRNA451	1	ssRNA451
Cluster_495	ssRNA483	1	ssRNA483
Cluster_496	ssRNA515	1	ssRNA515
Cluster_497	ssRNA547	1	ssRNA547
Cluster_498	ssRNA579	1	ssRNA579
Cluster_499	ssRNA611	2	ssRNA611,ssRNA142
Cluster_499	ssRNA142	2	ssRNA611,ssRNA142
Cluster_500	ssRNA643	1	ssRNA643
Cluster_501	ssRNA676	1	ssRNA676
Cluster_502	ssRNA708	1	ssRNA708
Cluster_503	ssRNA741	1	ssRNA741
Cluster_504	ssRNA773	1	ssRNA773
Cluster_505	ssRNA805	1	ssRNA805
Cluster_506	ssRNA836	1	ssRNA836
Cluster_507	ssRNA868	1	ssRNA868
Cluster_508	ssRNA900	1	ssRNA900
Cluster_509	ssRNA2	3	ssRNA2,ssRNA220,ssRNA221
Cluster_509	ssRNA220	3	ssRNA2,ssRNA220,ssRNA221
Cluster_509	ssRNA221	3	ssRNA2,ssRNA220,ssRNA221
Cluster_510	ssRNA35	1	ssRNA35
Cluster_511	ssRNA67	1	ssRNA67
Cluster_512	ssRNA99	1	ssRNA99
Cluster_513	ssRNA131	1	ssRNA131
Cluster_514	ssRNA163	1	ssRNA163
Cluster_515	ssRNA195	1	ssRNA195
Cluster_516	ssRNA227	1	ssRNA227
Cluster_517	ssRNA259	2	ssRNA259,ssRNA500
Cluster_517	ssRNA500	2	ssRNA259,ssRNA500
Cluster_518	ssRNA291	1	ssRNA291
Cluster_519	ssRNA356	1	ssRNA356
Cluster_520	ssRNA388	1	ssRNA388
Cluster_521	ssRNA420	1	ssRNA420
Cluster_522	ssRNA452	1	ssRNA452
Cluster_523	ssRNA484	2	ssRNA484,ssRNA481
Cluster_523	ssRNA481	2	ssRNA484,ssRNA481
Cluster_524	ssRNA516	1	ssRNA516
Cluster_525	ssRNA548	1	ssRNA548
Cluster_526	ssRNA580	1	ssRNA580
Cluster_527	ssRNA612	1	ssRNA612
Cluster_528	ssRNA644	1	ssRNA644
Cluster_529	ssRNA677	1	ssRNA677
Cluster_530	ssRNA709	1	ssRNA709
Cluster_531	ssRNA742	1	ssRNA742
Cluster_532	ssRNA774	1	ssRNA774
Cluster_533	ssRNA806	1	ssRNA806
Cluster_534	ssRNA869	1	ssRNA869
Cluster_535	ssRNA901	1	ssRNA901
Cluster_536	ssRNA3	1	ssRNA3
Cluster_537	ssRNA36	1	ssRNA36
Cluster_538	ssRNA68	1	ssRNA68
Cluster_539	ssRNA100	1	ssRNA100
Cluster_540	ssRNA132	1	ssRNA132
Cluster_541	ssRNA164	1	ssRNA164
Cluster_542	ssRNA196	1	ssRNA196
Cluster_543	ssRNA228	1	ssRNA228
Cluster_544	ssRNA260	1	ssRNA260
Cluster_545	ssRNA292	1	ssRNA292
Cluster_546	ssRNA357	1	ssRNA357
Cluster_547	ssRNA389	1	ssRNA389
Cluster_548	ssRNA538	1	ssRNA538
Cluster_549	ssRNA570	1	ssRNA570
Cluster_550	ssRNA602	1	ssRNA602
Cluster_551	ssRNA634	1	ssRNA634
Cluster_552	ssRNA667	1	ssRNA667
Cluster_553	ssRNA699	1	ssRNA699
Cluster_554	ssRNA764	1	ssRNA764
Cluster_555	ssRNA796	1	ssRNA796
Cluster_556	ssRNA827	1	ssRNA827
Cluster_557	ssRNA859	1	ssRNA859
Cluster_558	ssRNA891	1	ssRNA891
Cluster_559	ssRNA26	1	ssRNA26
Cluster_560	ssRNA58	1	ssRNA58
Cluster_561	ssRNA90	1	ssRNA90
Cluster_562	ssRNA154	1	ssRNA154
Cluster_563	ssRNA186	1	ssRNA186
Cluster_564	ssRNA218	1	ssRNA218
Cluster_565	ssRNA250	1	ssRNA250
Cluster_566	ssRNA282	1	ssRNA282
Cluster_567	ssRNA315	1	ssRNA315
Cluster_568	ssRNA379	1	ssRNA379
Cluster_569	ssRNA443	1	ssRNA443
Cluster_570	ssRNA475	2	ssRNA475,ssRNA474
Cluster_570	ssRNA474	2	ssRNA475,ssRNA474
Cluster_571	ssRNA507	1	ssRNA507
Cluster_572	ssRNA571	1	ssRNA571
Cluster_573	ssRNA603	1	ssRNA603
Cluster_574	ssRNA668	1	ssRNA668
Cluster_575	ssRNA700	1	ssRNA700
Cluster_576	ssRNA733	1	ssRNA733
Cluster_577	ssRNA765	1	ssRNA765
Cluster_578	ssRNA797	1	ssRNA797
Cluster_579	ssRNA828	1	ssRNA828
Cluster_580	ssRNA860	1	ssRNA860
Cluster_581	ssRNA892	1	ssRNA892
Cluster_582	ssRNA27	1	ssRNA27
Cluster_583	ssRNA59	1	ssRNA59
Cluster_584	ssRNA91	1	ssRNA91
Cluster_585	ssRNA123	1	ssRNA123
Cluster_586	ssRNA155	1	ssRNA155
Cluster_587	ssRNA187	1	ssRNA187
Cluster_588	ssRNA219	1	ssRNA219
Cluster_589	ssRNA251	1	ssRNA251
Cluster_590	ssRNA283	1	ssRNA283
Cluster_591	ssRNA316	1	ssRNA316
Cluster_592	ssRNA348	1	ssRNA348
Cluster_593	ssRNA380	1	ssRNA380
Cluster_594	ssRNA412	1	ssRNA412
Cluster_595	ssRNA444	1	ssRNA444
Cluster_596	ssRNA476	1	ssRNA476
Cluster_597	ssRNA508	1	ssRNA508
Cluster_598	ssRNA540	1	ssRNA540
Cluster_599	ssRNA572	1	ssRNA572
Cluster_600	ssRNA604	1	ssRNA604
Cluster_601	ssRNA669	1	ssRNA669
Cluster_602	ssRNA701	1	ssRNA701
Cluster_603	ssRNA734	1	ssRNA734
Cluster_604	ssRNA766	1	ssRNA766
Cluster_605	ssRNA798	1	ssRNA798
Cluster_606	ssRNA829	1	ssRNA829
Cluster_607	ssRNA861	1	ssRNA861
Cluster_608	ssRNA893	1	ssRNA893
Cluster_609	ssRNA28	1	ssRNA28
Cluster_610	ssRNA60	1	ssRNA60
Cluster_611	ssRNA92	1	ssRNA92
Cluster_612	ssRNA124	1	ssRNA124
Cluster_613	ssRNA156	1	ssRNA156
Cluster_614	ssRNA188	2	ssRNA188,ssRNA71
Cluster_614	ssRNA71	2	ssRNA188,ssRNA71
Cluster_615	ssRNA252	1	ssRNA252
Cluster_616	ssRNA284	1	ssRNA284
Cluster_617	ssRNA317	1	ssRNA317
Cluster_618	ssRNA349	1	ssRNA349
Cluster_619	ssRNA381	1	ssRNA381
Cluster_620	ssRNA413	1	ssRNA413
Cluster_621	ssRNA445	1	ssRNA445
Cluster_622	ssRNA509	1	ssRNA509
Cluster_623	ssRNA541	1	ssRNA541
Cluster_624	ssRNA573	1	ssRNA573
Cluster_625	ssRNA605	1	ssRNA605
Cluster_626	ssRNA637	1	ssRNA637
Cluster_627	ssRNA670	1	ssRNA670
Cluster_628	ssRNA702	1	ssRNA702
Cluster_629	ssRNA735	1	ssRNA735
Cluster_630	ssRNA767	1	ssRNA767
Cluster_631	ssRNA799	1	ssRNA799
Cluster_632	ssRNA830	1	ssRNA830
Cluster_633	ssRNA862	1	ssRNA862
Cluster_634	ssRNA894	1	ssRNA894
Cluster_635	ssRNA29	1	ssRNA29
Cluster_636	ssRNA61	1	ssRNA61
Cluster_637	ssRNA93	1	ssRNA93
Cluster_638	ssRNA753	1	ssRNA753
Cluster_639	ssRNA785	1	ssRNA785
Cluster_640	ssRNA848	1	ssRNA848
Cluster_641	ssRNA15	1	ssRNA15
Cluster_642	ssRNA47	1	ssRNA47
Cluster_643	ssRNA79	1	ssRNA79
Cluster_644	ssRNA111	1	ssRNA111
Cluster_645	ssRNA143	1	ssRNA143
Cluster_646	ssRNA175	1	ssRNA175
Cluster_647	ssRNA207	1	ssRNA207
Cluster_648	ssRNA239	1	ssRNA239
Cluster_649	ssRNA271	1	ssRNA271
Cluster_650	ssRNA303	1	ssRNA303
Cluster_651	ssRNA336	1	ssRNA336
Cluster_652	ssRNA368	1	ssRNA368
Cluster_653	ssRNA400	1	ssRNA400
Cluster_654	ssRNA432	1	ssRNA432
Cluster_655	ssRNA464	1	ssRNA464
Cluster_656	ssRNA496	1	ssRNA496
Cluster_657	ssRNA528	2	ssRNA528,ssRNA527
Cluster_657	ssRNA527	2	ssRNA528,ssRNA527
Cluster_658	ssRNA560	1	ssRNA560
Cluster_659	ssRNA592	2	ssRNA592,ssRNA539
Cluster_659	ssRNA539	2	ssRNA592,ssRNA539
Cluster_660	ssRNA624	1	ssRNA624
Cluster_661	ssRNA657	1	ssRNA657
Cluster_662	ssRNA689	1	ssRNA689
Cluster_663	ssRNA722	1	ssRNA722
Cluster_664	ssRNA754	1	ssRNA754
Cluster_665	ssRNA786	1	ssRNA786
Cluster_666	ssRNA818	6	ssRNA818,ssRNA815,ssRNA816,ssRNA817,ssRNA819,ssRNA122
Cluster_666	ssRNA815	6	ssRNA818,ssRNA815,ssRNA816,ssRNA817,ssRNA819,ssRNA122
Cluster_666	ssRNA816	6	ssRNA818,ssRNA815,ssRNA816,ssRNA817,ssRNA819,ssRNA122
Cluster_666	ssRNA817	6	ssRNA818,ssRNA815,ssRNA816,ssRNA817,ssRNA819,ssRNA122
Cluster_666	ssRNA819	6	ssRNA818,ssRNA815,ssRNA816,ssRNA817,ssRNA819,ssRNA122
Cluster_666	ssRNA122	6	ssRNA818,ssRNA815,ssRNA816,ssRNA817,ssRNA819,ssRNA122
Cluster_667	ssRNA849	1	ssRNA849
Cluster_668	ssRNA16	1	ssRNA16
Cluster_669	ssRNA48	1	ssRNA48
Cluster_670	ssRNA80	1	ssRNA80
Cluster_671	ssRNA144	1	ssRNA144
Cluster_672	ssRNA176	1	ssRNA176
Cluster_673	ssRNA208	1	ssRNA208
Cluster_674	ssRNA240	1	ssRNA240
Cluster_675	ssRNA272	1	ssRNA272
Cluster_676	ssRNA337	1	ssRNA337
Cluster_677	ssRNA369	1	ssRNA369
Cluster_678	ssRNA401	1	ssRNA401
Cluster_679	ssRNA433	1	ssRNA433
Cluster_680	ssRNA465	1	ssRNA465
Cluster_681	ssRNA497	1	ssRNA497
Cluster_682	ssRNA561	1	ssRNA561
Cluster_683	ssRNA593	1	ssRNA593
Cluster_684	ssRNA625	1	ssRNA625
Cluster_685	ssRNA658	1	ssRNA658
Cluster_686	ssRNA690	1	ssRNA690
Cluster_687	ssRNA723	1	ssRNA723
Cluster_688	ssRNA755	1	ssRNA755
Cluster_689	ssRNA787	1	ssRNA787
Cluster_690	ssRNA850	1	ssRNA850
Cluster_691	ssRNA17	1	ssRNA17
Cluster_692	ssRNA49	1	ssRNA49
Cluster_693	ssRNA81	1	ssRNA81
Cluster_694	ssRNA113	2	ssRNA113,ssRNA112
Cluster_694	ssRNA112	2	ssRNA113,ssRNA112
Cluster_695	ssRNA145	1	ssRNA145
Cluster_696	ssRNA177	1	ssRNA177
Cluster_697	ssRNA209	1	ssRNA209
Cluster_698	ssRNA241	2	ssRNA241,ssRNA65
Cluster_698	ssRNA65	2	ssRNA241,ssRNA65
Cluster_699	ssRNA305	1	ssRNA305
Cluster_700	ssRNA338	1	ssRNA338
Cluster_701	ssRNA370	1	ssRNA370
Cluster_702	ssRNA402	1	ssRNA402
Cluster_703	ssRNA434	1	ssRNA434
Cluster_704	ssRNA466	1	ssRNA466
Cluster_705	ssRNA498	1	ssRNA498
Cluster_706	ssRNA530	2	ssRNA530,ssRNA529
Cluster_706	ssRNA529	2	ssRNA530,ssRNA529
Cluster_707	ssRNA562	1	ssRNA562
Cluster_708	ssRNA594	1	ssRNA594
Cluster_709	ssRNA626	1	ssRNA626
Cluster_710	ssRNA659	1	ssRNA659
Cluster_711	ssRNA691	1	ssRNA691
Cluster_712	ssRNA724	1	ssRNA724
Cluster_713	ssRNA756	1	ssRNA756
Cluster_714	ssRNA788	1	ssRNA788
Cluster_715	ssRNA820	2	ssRNA820,ssRNA74
Cluster_715	ssRNA74	2	ssRNA820,ssRNA74
Cluster_716	ssRNA851	1	ssRNA851
Cluster_717	ssRNA18	1	ssRNA18
Cluster_718	ssRNA50	1	ssRNA50
Cluster_719	ssRNA82	1	ssRNA82
Cluster_720	ssRNA114	1	ssRNA114
Cluster_721	ssRNA146	1	ssRNA146
Cluster_722	ssRNA178	1	ssRNA178
Cluster_723	ssRNA210	1	ssRNA210
Cluster_724	ssRNA242	1	ssRNA242
Cluster_725	ssRNA274	1	ssRNA274
Cluster_726	ssRNA306	1	ssRNA306
Cluster_727	ssRNA339	1	ssRNA339
Cluster_728	ssRNA421	1	ssRNA421
Cluster_729	ssRNA453	2	ssRNA453,ssRNA371
Cluster_729	ssRNA371	2	ssRNA453,ssRNA371
Cluster_730	ssRNA485	1	ssRNA485
Cluster_731	ssRNA517	1	ssRNA517
Cluster_732	ssRNA549	1	ssRNA549
Cluster_733	ssRNA581	1	ssRNA581
Cluster_734	ssRNA613	1	ssRNA613
Cluster_735	ssRNA645	1	ssRNA645
Cluster_736	ssRNA678	1	ssRNA678
Cluster_737	ssRNA710	1	ssRNA710
Cluster_738	ssRNA743	1	ssRNA743
Cluster_739	ssRNA775	1	ssRNA775
Cluster_740	ssRNA807	1	ssRNA807
Cluster_741	ssRNA838	1	ssRNA838
Cluster_742	ssRNA870	1	ssRNA870
Cluster_743	ssRNA902	1	ssRNA902
Cluster_744	ssRNA4	1	ssRNA4
Cluster_745	ssRNA37	1	ssRNA37
Cluster_746	ssRNA69	1	ssRNA69
Cluster_747	ssRNA101	1	ssRNA101
Cluster_748	ssRNA133	1	ssRNA133
Cluster_749	ssRNA165	1	ssRNA165
Cluster_750	ssRNA197	1	ssRNA197
Cluster_751	ssRNA229	1	ssRNA229
Cluster_752	ssRNA261	1	ssRNA261
Cluster_753	ssRNA293	1	ssRNA293
Cluster_754	ssRNA358	1	ssRNA358
Cluster_755	ssRNA390	1	ssRNA390
Cluster_756	ssRNA422	1	ssRNA422
Cluster_757	ssRNA454	1	ssRNA454
Cluster_758	ssRNA486	1	ssRNA486
Cluster_759	ssRNA518	1	ssRNA518
Cluster_760	ssRNA550	1	ssRNA550
Cluster_761	ssRNA582	1	ssRNA582
Cluster_762	ssRNA614	1	ssRNA614
Cluster_763	ssRNA646	1	ssRNA646
Cluster_764	ssRNA679	1	ssRNA679
Cluster_765	ssRNA711	1	ssRNA711
Cluster_766	ssRNA744	1	ssRNA744
Cluster_767	ssRNA776	1	ssRNA776
Cluster_768	ssRNA808	1	ssRNA808
Cluster_769	ssRNA839	1	ssRNA839
Cluster_770	ssRNA871	4	ssRNA871,ssRNA872,ssRNA373,ssRNA866
Cluster_770	ssRNA872	4	ssRNA871,ssRNA872,ssRNA373,ssRNA866
Cluster_770	ssRNA373	4	ssRNA871,ssRNA872,ssRNA373,ssRNA866
Cluster_770	ssRNA866	4	ssRNA871,ssRNA872,ssRNA373,ssRNA866
Cluster_771	ssRNA903	1	ssRNA903
Cluster_772	ssRNA5	1	ssRNA5
Cluster_773	ssRNA38	1	ssRNA38
Cluster_774	ssRNA70	1	ssRNA70
Cluster_775	ssRNA102	1	ssRNA102
Cluster_776	ssRNA134	1	ssRNA134
Cluster_777	ssRNA166	1	ssRNA166
Cluster_778	ssRNA198	1	ssRNA198
Cluster_779	ssRNA230	1	ssRNA230
Cluster_780	ssRNA262	1	ssRNA262
Cluster_781	ssRNA294	1	ssRNA294
Cluster_782	ssRNA327	3	ssRNA327,ssRNA328,ssRNA329
Cluster_782	ssRNA328	3	ssRNA327,ssRNA328,ssRNA329
Cluster_782	ssRNA329	3	ssRNA327,ssRNA328,ssRNA329
Cluster_783	ssRNA359	1	ssRNA359
Cluster_784	ssRNA391	1	ssRNA391
Cluster_785	ssRNA423	1	ssRNA423
Cluster_786	ssRNA455	1	ssRNA455
Cluster_787	ssRNA487	1	ssRNA487
Cluster_788	ssRNA519	1	ssRNA519
Cluster_789	ssRNA551	1	ssRNA551
Cluster_790	ssRNA583	1	ssRNA583
Cluster_791	ssRNA615	1	ssRNA615
Cluster_792	ssRNA647	1	ssRNA647
Cluster_793	ssRNA680	1	ssRNA680
Cluster_794	ssRNA713	1	ssRNA713
Cluster_795	ssRNA745	1	ssRNA745
Cluster_796	ssRNA777	1	ssRNA777
Cluster_797	ssRNA809	1	ssRNA809
Cluster_798	ssRNA840	1	ssRNA840
Cluster_799	ssRNA904	1	ssRNA904
Cluster_800	ssRNA6	1	ssRNA6
Cluster_801	ssRNA39	1	ssRNA39
Cluster_802	ssRNA103	1	ssRNA103
Cluster_803	ssRNA135	1	ssRNA135
Cluster_804	ssRNA167	1	ssRNA167
Cluster_805	ssRNA199	1	ssRNA199
Cluster_806	ssRNA231	1	ssRNA231
Cluster_807	ssRNA263	1	ssRNA263
Cluster_808	ssRNA295	1	ssRNA295
Cluster_809	ssRNA360	1	ssRNA360
Cluster_810	ssRNA392	1	ssRNA392
Cluster_811	ssRNA424	1	ssRNA424
Cluster_812	ssRNA456	1	ssRNA456
Cluster_813	ssRNA488	1	ssRNA488
Cluster_814	ssRNA520	1	ssRNA520
Cluster_815	ssRNA552	1	ssRNA552
Cluster_816	ssRNA584	1	ssRNA584
Cluster_817	ssRNA616	1	ssRNA616
Cluster_818	ssRNA648	1	ssRNA648
Cluster_819	ssRNA681	1	ssRNA681
Cluster_820	ssRNA746	1	ssRNA746
Cluster_821	ssRNA778	1	ssRNA778
Cluster_822	ssRNA810	1	ssRNA810
